bname,btype,ra,dec,catalogue,nt,nb,z,fieldsize,countingmag,bgb,bgb_err
083918.74+361856.1,bllac,129.828125,36.3155899048,plotkin,14,21,0.335,77.9428561517,-19.1837,-150.235487481,-139.900045599
BZUJ1428+3912,uncertain,217.05792,39.20522,bzcat,17,22,0.26,98.6502277935,-19.1837,-81.5335586891,-105.905784526
115709.53+282200.7,bllac,179.289733887,28.3668708801,plotkin,22,19,0.3,86.3095856919,-19.1837,62.3166521077,123.083056741
BZBJ0819+1429,bllac,124.88158,14.49378,bzcat,2,2,0.494,54.961480669,-20.0384365365,0.0,0.0
BZBJ1626+3513,bllac,246.60771,35.22819,bzcat,9,4,0.497,54.6706636704,-20.054312972,158.441513049,108.668241092
001736.90+145101.9,bllac,4.40377998352,14.8505296707,plotkin,17,23,0.303,85.5161500922,-19.1837,-124.98716384,-139.537904824
BZUJ1415+1320,uncertain,213.99508,13.33992,bzcat,37,12,0.247,103.526619642,-19.1837,402.500451079,108.337690151
BZQJ2118+0013,fsrq,319.57246,0.22131,bzcat,18,9,0.463,58.190455308,-19.8689385409,246.452482311,134.737375018
BZBJ1257+2412,bllac,194.38304,24.21114,bzcat,58,60,0.141,177.01771069,-19.1837,-41.9206944154,-213.136947604
BZBJ0927+5545,bllac,141.91929,55.76333,bzcat,48,35,0.221,115.009086604,-19.1837,203.94555622,133.256702518
125820.79+612045.5,candidate,194.586654663,61.3460006714,plotkin,27,25,0.224,113.547559721,-19.1837,31.4710889282,104.67390153
J154929.4+023701.1,fsrq,237.3725,2.61697222222,chen,15,8,0.414,64.2944197655,-19.5783563352,155.41117362,100.571025448
172918.78+525559.2,bllac,262.328277588,52.9331283569,plotkin,20,12,0.349,75.0694043475,-19.1837,173.915070913,115.607745974
002200.95+000657.9,bllac,5.5039601326,0.116099998355,plotkin,28,24,0.306,84.7383754453,-19.1837,83.5608072668,139.448942998
BZBJ0416+0105,bllac,64.21858,1.08986,bzcat,36,25,0.287,89.9407816974,-19.1837,184.11319968,122.138349386
BZBJ0153-0118,candidate,28.39308,-1.30244,bzcat,63,51,0.255,100.46663079,-19.1837,194.725870662,160.796295226
BZQJ0047+2435,fsrq,11.93283,24.58781,bzcat,5,5,0.62,45.203313322,-20.6386994217,0.0,0.0
100408.18+144909.9,bllac,151.034103394,14.819439888,plotkin,2,0,0.712,40.2934827428,-21.00832047,156.422813512,110.607632167
BZBJ1647+2909,bllac,251.86188,29.16386,bzcat,60,81,0.132,188.709446717,-19.1837,-435.900661432,-260.822795667
BZUJ0748+2115,uncertain,117.18117,21.26253,bzcat,31,23,0.263,97.593696948,-19.1837,130.835844083,111.965501676
102130.75+141137.4,bllac,155.378158569,14.1937303543,plotkin,10,6,0.51,53.4505665615,-20.1220988455,147.590812395,138.747139015
BZQJ2256+2618,fsrq,344.16321,26.31214,bzcat,94,89,0.121,205.365091553,-19.1837,102.546781928,255.676911777
BZUJ1536+3742,uncertain,234.1165,37.70192,bzcat,2,2,0.679,41.898452391,-20.8812392858,0.0,0.0
BZQJ0825+2704,fsrq,126.44746,27.07278,bzcat,1,1,0.693,41.1984828074,-20.9358543879,0.0,0.0
BZBJ1544+0458,bllac,236.07779,4.97267,bzcat,23,13,0.326,79.921476299,-19.1837,212.84383087,120.346200936
BZQJ1545+3452,fsrq,236.29583,34.87969,bzcat,4,10,0.516,52.9084831337,-20.1528451019,-226.636921894,-180.757844534
BZUJ0304+0002,uncertain,46.24571,0.04325,bzcat,3,5,0.563,49.0677720725,-20.3827889139,-90.8081479077,-146.775296918
BZBJ0810+4911,bllac,122.7275,49.18436,bzcat,159,108,0.115,215.794828046,-19.1837,1039.09532902,311.348843915
161541.21+471111.7,candidate,243.921737671,47.1866111755,plotkin,49,37,0.199,127.078722108,-19.1837,198.643720683,142.908860294
BZBJ1643+2131,bllac,250.83025,21.51833,bzcat,82,76,0.154,162.546066447,-19.1837,94.7568018378,183.114778435
BZUJ0725-0054,uncertain,111.461,-0.91569,bzcat,4,20,0.128,194.43435768,-19.1837,-330.671912105,-145.845151323
022040.94-010410.8,bllac,35.1706085205,-1.06968998909,plotkin,31,23,0.35,74.8730284552,-19.1837,174.073655801,148.967160621
J164544.7+375526.3,fsrq,251.43625,37.9239722222,chen,3,2,0.598,46.605993908,-20.5426506785,52.1103114657,109.058802384
BZQJ1059+2057,fsrq,164.91267,20.95611,bzcat,5,7,0.392,67.5374362551,-19.4374489947,-51.679435921,-96.0945725095
133026.52+241521.5,bllac,202.610519409,24.255979538,plotkin,18,13,0.463,58.190455308,-19.8689385409,136.918045728,142.210335364
BZQJ1119+0410,fsrq,169.92842,4.17442,bzcat,0,1,0.736,39.2185523759,-21.0972664982,-85.9580569881,-140.981695761
140121.13+520928.9,bllac,210.33807373,52.1580314636,plotkin,8,3,0.482,56.1614635842,-19.9740246104,148.546069484,94.2770307182
123123.90+142124.4,bllac,187.849624634,14.3568000793,plotkin,33,29,0.256,100.097638494,-19.1837,64.9722460825,118.262428063
083148.87+042939.0,bllac,127.953659058,4.49419021606,plotkin,59,51,0.174,144.512217896,-19.1837,129.041006962,156.54534384
163709.50+432600.3,bllac,249.289611816,43.4334411621,plotkin,21,9,0.343,76.2719283916,-19.1837,259.446173563,112.779533732
BZBJ1402+1559,bllac,210.68554,15.99953,bzcat,29,21,0.244,104.726095138,-19.1837,128.41911823,105.860612004
BZQJ1143+1843,fsrq,175.77513,18.72856,bzcat,13,6,0.374,70.4776388998,-19.3166526407,166.728809499,98.6093322588
081827.35+281402.8,bllac,124.613967896,28.2341098785,plotkin,40,26,0.225,113.069086104,-19.1837,220.519017953,119.89670818
BZQJ2030-0503,fsrq,307.59342,-5.05356,bzcat,6,3,0.543,50.6195502692,-20.287213882,125.93993833,119.255656887
BZQJ1301+5018,fsrq,195.34779,50.30836,bzcat,28,14,0.386,68.4867351809,-19.3977595329,352.068791918,154.326196302
BZBJ1445+0039,bllac,221.32029,0.65953,bzcat,30,10,0.306,84.7383754453,-19.1837,417.804036334,126.898304278
BZQJ1618+0819,fsrq,244.61221,8.33075,bzcat,8,10,0.446,60.1543933351,-19.7714804109,-50.9209597543,-110.687221812
BZQJ1604+5714,fsrq,241.15562,57.24353,bzcat,0,0,0.72,39.9270291266,-21.0382829752,0.0,0.0
J074541.7+314256.6,fsrq,116.42375,31.7157222222,chen,8,6,0.461,58.4138942958,-19.8576459583,54.2997965417,94.5970405989
BZBJ0915+4738,bllac,138.97067,47.63894,bzcat,34,24,0.408,65.1438279113,-19.5406225772,216.385026155,153.861774517
J142314.2+505537.6,fsrq,215.809166667,50.9271111111,chen,21,17,0.276,93.2822205186,-19.1837,66.2471112772,94.7501610492
BZBJ0303+0554,bllac,45.87583,5.90839,bzcat,35,29,0.196,128.935261134,-19.1837,99.0162782875,122.39852116
BZQJ1221-0241,fsrq,185.34975,-2.69711,bzcat,3,4,0.665,42.6285307764,-20.8255450816,-65.1197150072,-181.402535024
BZQJ0222-1615,fsrq,35.50304,-16.25458,bzcat,0,0,0.698,40.955443361,-20.9551059762,0.0,0.0
BZQJ0124+2805,fsrq,21.23283,28.0865,bzcat,0,1,0.71,40.3864167758,-21.0007795985,-77.6005168082,-127.274310691
BZBJ1536+0137,bllac,234.19479,1.63319,bzcat,29,20,0.311,83.475652158,-19.1837,188.897559192,137.311123734
142832.60+424021.0,bllac,217.135864258,42.6725196838,plotkin,82,94,0.129,192.9698134,-19.1837,-248.274387981,-270.439967426
BZQJ1727+5510,fsrq,261.84779,55.18153,bzcat,57,56,0.247,103.526619642,-19.1837,16.1000180432,157.451262192
BZQJ0949+1752,fsrq,147.41567,17.88036,bzcat,1,4,0.693,41.1984828074,-20.9358543879,-217.828272704,-226.839092839
BZQJ0237+0526,fsrq,39.3085,5.44722,bzcat,8,1,0.561,49.2178908009,-20.3733751964,315.343374845,132.799230763
J102106.0+452331.6,fsrq,155.275,45.3921111111,chen,11,11,0.364,72.2379828027,-19.2472194769,0.0,0.0
BZBJ0730+3307,candidate,112.60854,33.12297,bzcat,148,125,0.112,221.429256173,-19.1837,467.061268587,310.803440985
BZBJ1244+0444,bllac,191.10538,4.74989,bzcat,12,11,0.4,66.3164425225,-19.4895097708,20.9095438535,92.5468788416
141140.54+340424.4,bllac,212.918945312,34.0734481812,plotkin,11,11,0.421,63.3343793693,-19.6217484873,0.0,0.0
155424.12+201125.4,bllac,238.600540161,20.1903991699,plotkin,26,29,0.222,114.517504753,-19.1837,-47.1117749592,-113.253501718
120412.11+114555.3,bllac,181.050491333,11.7653903961,plotkin,13,20,0.296,87.3926903944,-19.1837,-118.171519808,-107.831305347
090207.95+454433.0,bllac,135.533157349,45.7425003052,plotkin,20,20,0.289,89.3607366632,-19.1837,0.0,0.0
J092703.0+390220.7,fsrq,141.7625,39.0390833333,chen,2,0,0.695,41.1008394504,-20.9435707307,146.356780958,103.489872288
BZUJ1105+4653,uncertain,166.27946,46.88847,bzcat,98,84,0.112,221.429256173,-19.1837,284.298163488,253.601975234
BZQJ0107+2611,fsrq,16.9495,26.18572,bzcat,2,5,0.522,52.3790428902,-20.1832611788,-116.007024888,-130.847604944
J102738.5+605016.7,fsrq,156.910416667,60.8379722222,chen,7,15,0.332,78.5903887456,-19.1837,-171.22323922,-123.60061764
BZBJ0854+2006,bllac,133.70362,20.1085,bzcat,18,10,0.306,84.7383754453,-19.1837,167.121614534,104.241897744
204921.74-003926.6,bllac,312.340606689,-0.657410025597,plotkin,18,11,0.257,99.7315430444,-19.1837,113.812787141,82.2485332324
081251.44+555421.8,bllac,123.214347839,55.9060592651,plotkin,4,10,0.383,68.9726555789,-19.3777018294,-148.852298499,-118.719493742
BZUJ1721+3542,uncertain,260.28954,35.70447,bzcat,33,19,0.283,91.1256192427,-19.1837,233.430417834,113.220996471
BZUJ1347+3012,uncertain,206.90604,30.21447,bzcat,74,94,0.118,210.44721795,-19.1837,-408.837329614,-273.386560106
J154232.0+493842.7,fsrq,235.633333333,49.6451944444,chen,4,2,0.59,47.1424852133,-20.5068989057,100.982814163,117.113945272
BZQJ0006-0623,fsrq,1.55788,-6.39314,bzcat,11,10,0.347,75.4655864416,-19.1837,21.6997471918,91.808140187
BZBJ1506+0219,bllac,226.72421,2.31778,bzcat,27,24,0.22,115.505154815,-19.1837,47.0169522273,103.4372949
105344.12+492955.9,candidate,163.433868408,49.4988899231,plotkin,58,63,0.14,178.242442946,-19.1837,-104.688770744,-221.059455813
BZBJ1414+3430,candidate,213.53863,34.51603,bzcat,16,10,0.275,93.5993174175,-19.1837,99.2748884441,79.1782499581
121103.29-002005.2,bllac,182.763702393,-0.334789991379,plotkin,28,24,0.319,81.5381910745,-19.1837,84.5850523671,141.158235923
BZBJ1216+0929,candidate,184.02592,9.48594,bzcat,147,123,0.094,262.796931106,-19.1837,477.682878016,303.075418887
103346.39+370825.2,bllac,158.443313599,37.1403312683,plotkin,14,7,0.447,60.0346812137,-19.7773072942,178.988015972,110.956072085
BZBJ1210+0223,bllac,182.57379,2.39544,bzcat,34,17,0.383,68.9726555789,-19.3777018294,421.74817908,167.766365282
BZBJ1325+4115,bllac,201.49563,41.25014,bzcat,21,15,0.31,83.7249126578,-19.1837,125.813566985,117.407272103
BZBJ1326+2933,bllac,201.5625,29.55833,bzcat,21,12,0.431,62.0175927078,-19.682599325,214.89486548,129.201949206
124444.35+161621.7,bllac,191.184829712,16.2727203369,plotkin,10,11,0.456,58.9811768338,-19.8292153946,-26.5744703055,-117.620178655
110356.14+002236.3,bllac,165.983947754,0.376769989729,plotkin,27,24,0.275,93.5993174175,-19.1837,49.6374442221,109.202377289
090953.28+310603.1,bllac,137.472015381,31.1008796692,plotkin,39,33,0.272,94.5646872323,-19.1837,98.9876538739,129.663751104
BZUJ1413+4339,uncertain,213.43233,43.66253,bzcat,185,165,0.09,274.238946793,-19.1837,396.279602302,342.529793626
144248.28+120040.2,bllac,220.701187134,12.0111904144,plotkin,69,48,0.163,153.881947269,-19.1837,334.833069733,161.12556483
205456.85+001537.7,bllac,313.736907959,0.260490000248,plotkin,80,99,0.151,165.664110361,-19.1837,-299.10401671,-214.875414389
140519.62+305351.7,bllac,211.331787109,30.8976993561,plotkin,8,12,0.343,76.2719283916,-19.1837,-86.4820578545,-106.534522841
BZQJ0112+3208,fsrq,18.20971,32.13817,bzcat,3,1,0.603,46.2780473651,-20.5647681481,102.581475101,98.52628943
J105654.2+051713.2,fsrq,164.225833333,5.287,chen,9,7,0.456,58.9811768338,-19.8292153946,53.1489406111,98.8270215479
BZQJ0004+2019,fsrq,1.149,20.32842,bzcat,2,2,0.677,42.0008637963,-20.8733498714,0.0,0.0
163214.52+175849.6,bllac,248.060531616,17.9804496765,plotkin,11,15,0.287,89.9407816974,-19.1837,-66.950254429,-90.6768225188
J081059.0+413402.6,fsrq,122.745833333,41.5673888889,chen,3,2,0.507,53.7264894708,-20.1065996692,36.4678713337,76.3216004908
102453.63+233234.0,bllac,156.223480225,23.5427799225,plotkin,72,35,0.165,152.08521241,-19.1837,591.192090076,156.675660758
132239.31+494336.2,bllac,200.663803101,49.7267303467,plotkin,14,16,0.332,78.5903887456,-19.1837,-42.8058098049,-115.337631253
BZUJ0756+3834,uncertain,119.02933,38.56681,bzcat,65,68,0.216,117.535530116,-19.1837,-46.8274147529,-169.501155226
141030.84+610012.8,bllac,212.628494263,61.0035591125,plotkin,17,13,0.383,68.9726555789,-19.3777018294,99.2348656658,126.427127207
BZBJ1341+3716,candidate,205.41146,37.27897,bzcat,65,54,0.17,147.778761812,-19.1837,176.688097871,162.430471294
BZUJ1154+0238,uncertain,178.53867,2.63753,bzcat,39,45,0.211,120.182174685,-19.1837,-93.1813873024,-140.675094099
J153404.8+482340.7,fsrq,233.52,48.3946388889,chen,5,2,0.543,50.6195502692,-20.287213882,125.93993833,106.035810651
BZBJ1540+1447,bllac,235.20621,14.79608,bzcat,3,2,0.605,46.1484120677,-20.5735670877,51.685055449,108.168807475
125117.88+103907.2,bllac,192.824523926,10.6520204544,plotkin,22,18,0.245,104.322988843,-19.1837,64.2730520547,94.2701861961
BZUJ2346+4024,uncertain,356.632,40.40447,bzcat,232,182,0.084,293.446772486,-19.1837,983.995584174,372.142915017
BZQJ1525+1107,fsrq,231.26221,11.12892,bzcat,22,21,0.333,78.3732358199,-19.1837,21.422670887,129.407827859
112059.74+014456.9,bllac,170.248916626,1.74914002419,plotkin,12,10,0.368,71.5222583639,-19.2752000799,46.3597334278,100.772454443
BZBJ0213+1213,bllac,33.27167,12.21969,bzcat,20,17,0.252,101.591244664,-19.1837,48.5383723057,91.1378942328
BZBJ0219-1725,bllac,34.773,-17.42047,bzcat,126,124,0.128,194.43435768,-19.1837,41.3339890131,300.60354868
133612.16+231958.0,bllac,204.050674438,23.3327999115,plotkin,20,25,0.267,96.2221310836,-19.1837,-82.0910600687,-112.856548993
BZBJ1001+2911,bllac,150.29254,29.19375,bzcat,2,4,0.558,49.445114111,-20.3591960759,-89.0438226262,-131.772823988
BZQJ0319+1901,fsrq,49.96358,19.02536,bzcat,17,16,0.296,87.3926903944,-19.1837,16.8816456869,89.3930562695
161706.32+410647.0,bllac,244.276367188,41.1130714417,plotkin,30,20,0.267,96.2221310836,-19.1837,164.182120137,108.65830219
J102235.6+454105.4,fsrq,155.648333333,45.6848333333,chen,2,0,0.743,38.9184058058,-21.122687376,176.739776904,124.973894755
BZQJ0010+1058,fsrq,2.62921,10.97486,bzcat,188,176,0.089,277.260285076,-19.1837,237.499482413,348.152603863
221109.88-002327.4,bllac,332.791168213,-0.390960007906,plotkin,23,8,0.448,59.915506582,-19.7831223396,385.191456108,137.138737507
113503.57+320015.6,bllac,173.764892578,32.0043487549,plotkin,6,4,0.511,53.3593228957,-20.1272464273,74.0842317324,109.634651124
BZUJ1449+4221,uncertain,222.33633,42.35092,bzcat,47,41,0.179,140.63482698,-19.1837,97.2879903605,140.694341326
BZBJ0152+0147,candidate,28.165,1.78811,bzcat,234,237,0.08,307.853713977,-19.1837,-58.7718825017,-393.537625301
104125.63+132458.4,bllac,160.356796265,13.4162502289,plotkin,21,15,0.375,70.3068184355,-19.3235019512,143.558909637,133.966951025
BZBJ0737+3517,bllac,114.33717,35.29497,bzcat,66,39,0.213,119.108551752,-19.1837,420.16819652,149.999787036
BZQJ0932+5306,fsrq,143.17146,53.10939,bzcat,2,2,0.597,46.6722537598,-20.5382064068,0.0,0.0
BZQJ2320+1829,fsrq,350.19492,18.4905,bzcat,0,0,0.735,39.2619075702,-21.0936161195,0.0,0.0
BZBJ1028+1702,bllac,157.16379,17.03636,bzcat,53,48,0.169,148.6196212,-19.1837,80.2283485136,148.905198082
124602.52+011318.7,bllac,191.510513306,1.22188997269,plotkin,15,5,0.387,68.3264555693,-19.4044135228,252.618033735,108.508194131
J013352.7+011343.6,fsrq,23.4695833333,1.22877777778,chen,20,22,0.308,84.2283308707,-19.1837,-41.8591158043,-131.006327008
BZQJ1419+2706,fsrq,214.99708,27.10711,bzcat,5,2,0.538,51.0258221133,-20.262807294,123.498687446,103.980386296
BZQJ1025+4143,fsrq,156.26754,41.72567,bzcat,1,3,0.682,41.7459897844,-20.8930318084,-139.126391307,-184.964861528
BZBJ0809+3122,bllac,122.30613,31.373,bzcat,43,40,0.22,115.505154815,-19.1837,47.0169522273,131.684775991
111717.53+000633.5,bllac,169.323074341,0.109329998493,plotkin,9,7,0.451,59.5611999981,-19.8004955621,52.022864683,96.7331561062
BZQJ0741+3112,fsrq,115.29458,31.20006,bzcat,2,0,0.631,44.5393324135,-20.6855269531,114.218139524,80.7644209918
BZQJ2228-0753,fsrq,337.21921,-7.89628,bzcat,1,1,0.638,44.1289463163,-20.7149274011,0.0,0.0
BZQJ0128+4439,fsrq,22.17225,44.655,bzcat,32,30,0.228,111.658927432,-19.1837,31.5976376499,114.691155017
BZBJ0110-0047,bllac,17.55275,-0.79633,bzcat,10,1,0.548,50.2208112666,-20.3114118184,385.292279681,139.970543857
BZBJ0037+2141,candidate,9.34808,21.69811,bzcat,7,4,0.598,46.605993908,-20.5426506785,156.330934397,162.797817295
085506.39+260142.1,bllac,133.776657104,26.0283699036,plotkin,3,2,0.695,41.1008394504,-20.9435707307,73.178390479,153.15102523
BZQJ0149+1857,fsrq,27.45717,18.95572,bzcat,4,1,0.584,47.5546733989,-20.4797855454,147.935336231,106.791599119
BZQJ1028+0255,fsrq,157.085,2.92292,bzcat,2,1,0.715,40.1550822315,-21.0195936782,79.1373898731,129.794969934
140138.72+361121.9,bllac,210.411361694,36.1894187927,plotkin,1,2,0.507,53.7264894708,-20.1065996692,-36.4678713337,-76.3216004908
104029.01+094754.2,bllac,160.120895386,9.79839038849,plotkin,18,21,0.304,85.2551772678,-19.1837,-62.5525787725,-129.359378188
BZQJ1506+3730,fsrq,226.53971,37.51419,bzcat,3,1,0.674,42.1556399908,-20.8614745531,134.866668217,129.535204812
BZQJ1414+3928,fsrq,213.69438,39.47192,bzcat,1,2,0.657,43.0599833416,-20.7932189492,-63.1337301117,-132.129108469
BZQJ1153+0914,fsrq,178.30229,9.23397,bzcat,0,1,0.696,41.0522327567,-20.9474209886,-73.464655687,-120.490994098
BZQJ0017-0512,fsrq,4.39925,-5.21158,bzcat,19,20,0.227,112.124822087,-19.1837,-15.7829957253,-93.1062983986
BZQJ1131+3114,fsrq,172.7895,31.23486,bzcat,20,22,0.289,89.3607366632,-19.1837,-33.539123866,-104.967277601
BZBJ0033-1921,bllac,8.39304,-19.35936,bzcat,1,0,0.61,45.8281173141,-20.5954450062,52.6847097793,52.6847097793
BZBJ0106+3402,candidate,16.50121,34.03417,bzcat,7,3,0.579,47.9048071677,-20.4569908507,193.402869905,145.615151532
BZBJ2322+3436,bllac,350.68337,34.60389,bzcat,124,93,0.098,252.289637711,-19.1837,619.783056646,274.254143759
BZUJ1633+2112,uncertain,248.33229,21.21456,bzcat,38,46,0.198,127.691297658,-19.1837,-132.293306793,-153.122716359
100050.21+574609.1,bllac,150.209243774,57.7692108154,plotkin,2,2,0.64,44.0133762573,-20.7232714864,0.0,0.0
TeV J2347+517,bllac,356.770416667,51.7047222222,tevcat,167,56,0.044,555.462623456,-19.1837,2085.74744672,269.458904265
BZBJ1018+3128,bllac,154.64171,31.47606,bzcat,52,49,0.161,155.723422203,-19.1837,47.7321375813,147.3867967
BZUJ1757+5523,uncertain,269.36779,55.38669,bzcat,330,360,0.065,377.681494183,-19.1837,-577.694721954,-486.545638865
BZBJ2145-0434,bllac,326.38912,-4.57753,bzcat,262,290,0.07,351.078864315,-19.1837,-542.29700589,-440.845052766
J110539.0+020257.2,fsrq,166.4125,2.04922222222,chen,113,109,0.105,235.829782824,-19.1837,80.5995691563,276.435666575
171427.40+560156.0,bllac,258.614196777,56.0322418213,plotkin,13,11,0.401,66.1672813548,-19.4959498985,41.9986539943,95.2869771266
J160822.1+401217.9,fsrq,242.092083333,40.2049722222,chen,1,0,0.628,44.7180648778,-20.6728327098,56.4539108386,56.4539108386
000157.23-103117.3,bllac,0.488499999046,-10.5214796066,plotkin,26,14,0.252,101.591244664,-19.1837,194.153489223,96.6172391335
BZQJ1010+8250,fsrq,152.56575,82.83733,bzcat,0,0,0.322,80.8366439815,-19.1837,0.0,0.0
BZUJ1532+3020,uncertain,233.22413,30.34986,bzcat,37,33,0.361,72.7852774967,-19.2260486053,89.8240444466,173.609802266
BZUJ1105+3946,uncertain,166.47421,39.78247,bzcat,146,134,0.099,249.795585724,-19.1837,240.184809,309.080822881
BZBJ0323-0108,bllac,50.986,-1.14156,bzcat,10,9,0.392,67.5374362551,-19.4374489947,25.8397179605,104.034953278
J104146.8+523328.4,fsrq,160.445,52.5578888889,chen,2,3,0.678,41.9495824991,-20.877297221,-68.4894576984,-168.74001097
J170425.1+333146.1,fsrq,256.104583333,33.5294722222,chen,21,18,0.29,89.0737371263,-19.1837,50.3566954236,97.0374087011
BZQJ1506+4239,fsrq,226.721,42.65639,bzcat,3,7,0.587,47.347505121,-20.4933748398,-199.591840822,-198.528677599
BZQJ1038+0512,fsrq,159.69492,5.20808,bzcat,10,6,0.473,57.1019736672,-19.9247338099,114.333469342,107.482583145
J080644.4+484149.1,fsrq,121.685,48.6969722222,chen,18,13,0.37,71.170252299,-19.2890860039,116.954138519,121.474763772
BZBJ2329+1743,bllac,352.26375,17.725,bzcat,24,25,0.213,119.108551752,-19.1837,-15.5617850563,-102.341662662
BZQJ1028-0236,fsrq,157.14208,-2.61656,bzcat,9,6,0.476,56.784462606,-19.9412598907,86.8610921539,104.954656981
BZBJ0319+1845,bllac,49.96583,18.7595,bzcat,38,39,0.19,132.824770917,-19.1837,-16.4009407962,-134.157289685
163836.22+435403.0,bllac,249.650924683,43.9008407593,plotkin,13,10,0.469,57.5317205932,-19.9025478708,84.2914233799,125.339705823
BZBJ1022+5124,bllac,155.55258,51.40008,bzcat,86,83,0.142,175.810257294,-19.1837,62.948834464,251.156295691
163726.66+454749.0,bllac,249.361114502,45.7969512939,plotkin,50,41,0.192,131.501171844,-19.1837,147.913666929,145.418259028
BZQJ0202-0559,fsrq,30.52862,-5.98342,bzcat,20,26,0.189,133.49710657,-19.1837,-98.3039410048,-115.782773254
J091401.8+050750.6,fsrq,138.5075,5.13072222222,chen,20,11,0.301,86.043340762,-19.1837,187.126853108,109.211772308
BZBJ1501+2238,bllac,225.25767,22.63514,bzcat,29,42,0.235,108.50914594,-19.1837,-206.825621227,-145.797111629
BZBJ1226+2604,candidate,186.51717,26.07447,bzcat,56,50,0.176,142.934756525,-19.1837,96.9835897731,153.769886701
TeV J0232+202,bllac,38.2216666667,20.2725,tevcat,76,76,0.14,178.242442946,-19.1837,0.0,0.0
J084650.0+064148.9,fsrq,131.708333333,6.69691666667,chen,3,2,0.616,45.4507553174,-20.6214769409,53.9109748676,112.827311698
BZBJ1221+0821,bllac,185.38358,8.36228,bzcat,95,82,0.132,188.709446717,-19.1837,269.843266601,255.5578258
J130554.2+014929.9,fsrq,196.475833333,1.82497222222,chen,0,2,0.733,39.348983592,-21.0863008829,-169.892340571,-197.031172489
BZBJ1100+4210,candidate,165.08754,42.18142,bzcat,20,21,0.323,80.6057076654,-19.1837,-21.225168384,-128.214775413
BZQJ1153+5831,fsrq,178.34979,58.52733,bzcat,33,33,0.202,125.277502413,-19.1837,0.0,0.0
J124139.7+493405.6,fsrq,190.415416667,49.5682222222,chen,6,5,0.474,56.9956829868,-19.9302533042,28.7062687388,88.2455167322
080018.79+164557.1,bllac,120.078308105,16.7658805847,plotkin,24,28,0.309,83.9758052678,-19.1837,-83.7969633752,-150.076127049
122809.13-022136.1,bllac,187.03805542,-2.36002993584,plotkin,24,10,0.323,80.6057076654,-19.1837,297.152357376,117.98597452
BZBJ1544+5017,bllac,236.17888,50.28653,bzcat,5,2,0.494,54.961480669,-20.0384365365,93.8455422278,79.0137606712
BZBJ1233+5026,bllac,188.45529,50.43967,bzcat,33,31,0.207,122.391875871,-19.1837,30.9343194786,114.069647687
114930.35+243927.0,bllac,177.376464844,24.6574993134,plotkin,22,14,0.402,66.0188656637,-19.5023754812,168.715925866,118.664700606
BZQJ1111+1530,fsrq,167.82737,15.50836,bzcat,6,2,0.525,52.1189351596,-20.1983472017,156.500683766,106.288047442
BZBJ0127-0013,bllac,21.96179,-0.22961,bzcat,10,9,0.44,60.8842458434,-19.7362634899,24.8148710809,99.9087512273
BZQJ0152-1413,fsrq,28.13337,-14.22761,bzcat,0,0,0.349,75.0694043475,-19.1837,0.0,0.0
J134617.6+622044.7,fsrq,206.573333333,62.34575,chen,85,72,0.117,212.199252324,-19.1837,265.451927507,236.970390793
BZQJ1637+4717,fsrq,249.43804,47.29272,bzcat,1,0,0.735,39.2619075702,-21.0936161195,85.619335229,85.619335229
BZQJ0121+1149,fsrq,20.42333,11.83067,bzcat,5,7,0.57,48.5508036875,-20.4154918226,-93.339202717,-173.55821757
BZQJ0003+2129,fsrq,0.83063,21.49569,bzcat,3,4,0.45,59.6787730772,-19.7947162509,-25.9002826257,-72.1498385799
BZBJ1747+4937,bllac,266.76083,49.63306,bzcat,7,5,0.46,58.5263502004,-19.8519827707,54.0676159292,87.3907305071
BZBJ1216-0243,candidate,184.01362,-2.71825,bzcat,10,7,0.359,73.1552699375,-19.2118448812,66.7597843798,85.6967291342
J125500.5+034043.2,fsrq,193.752083333,3.67866666667,chen,9,6,0.437,61.2567780913,-19.718488785,73.4948355137,88.8041476334
BZQJ0113+1324,fsrq,18.47712,13.41458,bzcat,0,2,0.685,41.5948878567,-20.904775428,-140.760498852,-163.245771032
BZBJ1607+2541,bllac,241.91913,25.68769,bzcat,8,2,0.534,51.3564069762,-20.2431292977,243.161247562,124.120790174
205938.57-003756.0,bllac,314.910705566,-0.632219970226,plotkin,15,17,0.335,77.9428561517,-19.1837,-42.9244249946,-118.975015659
J163856.5+433513.0,fsrq,249.735416667,43.5869444444,chen,20,9,0.339,77.0974577349,-19.1837,236.954695935,110.282383858
BZQJ1520+4211,fsrq,230.1655,42.18653,bzcat,5,7,0.484,55.9572756082,-19.9848623792,-59.9310800611,-111.437971717
BZBJ0738+1742,bllac,114.53079,17.70528,bzcat,19,8,0.424,62.9327469721,-19.6401421823,254.897670648,114.744905998
140449.57+655431.6,bllac,211.206542969,65.908782959,plotkin,14,17,0.363,72.4193983819,-19.2401804123,-67.9816577193,-127.645506775
140630.18+123620.4,bllac,211.625747681,12.6056804657,plotkin,3,0,0.695,41.1008394504,-20.9435707307,219.535171437,126.748690326
211611.89-062830.4,bllac,319.049560547,-6.4751200676,plotkin,19,17,0.292,88.5056634596,-19.1837,33.6351611871,93.2276630247
BZBJ1552+3159,bllac,238.04262,31.98586,bzcat,7,3,0.584,47.5546733989,-20.4797855454,197.247114975,148.509525999
