bname,ra,dec,btype,z,catalog
5BZQJ2124-6028,21 24 02.98,-60 28 09.01,fsrq,1.098,bzcat
5BZQJ2125+0441,21 25 29.26,+04 41 35.48,fsrq,1.394,bzcat
5BZQJ2126-0119,21 26 32.76,-01 19 32.41,fsrq,2.191,bzcat
5BZQJ2128-0244,21 28 22.21,-02 44 32.78,fsrq,1.822,bzcat
5BZQJ2129-1538,21 29 12.17,-15 38 40.99,fsrq,3.268,bzcat
5BZUJ2129+0035,21 29 40.68,+00 35 27.88,uncertain,0.426,bzcat
5BZQJ2130-4515,21 30 52.39,-45 15 43.3,fsrq,2.713,bzcat
5BZQJ2131-1207,21 31 35.26,-12 07 04.8,fsrq,0.499,bzcat
5BZBJ2131-0915,21 31 35.39,-09 15 23.0,bllac,0.449,bzcat
5BZQJ2132-4537,21 32 28.31,-45 37 38.2,fsrq,1.332,bzcat
5BZQJ2133+8239,21 33 34.07,+82 39 06.08,fsrq,2.35,bzcat
5BZBJ2134-0153,21 34 10.31,-01 53 17.19,bllac,1.283,bzcat
5BZQJ2135-5006,21 35 20.14,-50 06 52.09,fsrq,2.181,bzcat
5BZQJ2135-0803,21 35 51.94,-08 03 10.4,fsrq,1.396,bzcat
5BZBJ2138-2053,21 38 52.77,-20 53 46.49,bllac,0.29,bzcat
5BZQJ2139+1423,21 39 01.31,+14 23 35.98,fsrq,2.427,bzcat
5BZQJ2139+0122,21 39 42.5,+01 22 27.19,fsrq,1.401,bzcat
5BZQJ2141-3729,21 41 52.44,-37 29 12.98,fsrq,0.423,bzcat
5BZQJ2142-0437,21 42 36.89,-04 37 43.5,fsrq,0.344,bzcat
5BZBJ2143-3929,21 43 02.87,-39 29 24.68,bllac,0.429,bzcat
5BZQJ2143+1743,21 43 35.53,+17 43 48.79,fsrq,0.213,bzcat
5BZQJ2145-3357,21 45 01.13,-33 57 16.41,fsrq,1.361,bzcat
5BZQJ2145+1115,21 45 18.78,+11 15 27.28,fsrq,0.548,bzcat
5BZQJ2145-3142,21 45 46.93,-31 42 34.19,fsrq,0.66,bzcat
5BZBJ2145+0719,21 45 52.3,+07 19 27.19,bllac,0.237,bzcat
5BZQJ2146-1525,21 46 22.98,-15 25 43.89,fsrq,0.698,bzcat
5BZQJ2146-7755,21 46 30.06,-77 55 54.69,fsrq,0.334,bzcat
5BZQJ2147-7812,21 47 05.83,-78 12 21.88,fsrq,0.732,bzcat
5BZQJ2147+0929,21 47 10.15,+09 29 46.71,fsrq,1.113,bzcat
5BZQJ2147-7536,21 47 12.72,-75 36 13.21,fsrq,1.138,bzcat
5BZQJ2147-0620,21 47 21.89,-06 20 25.29,fsrq,0.806,bzcat
5BZQJ2147-3601,21 47 31.13,-36 01 51.31,fsrq,2.084,bzcat
5BZQJ2147-7621,21 47 53.15,-76 21 29.19,fsrq,1.884,bzcat
5BZQJ2148+0657,21 48 05.45,+06 57 38.59,fsrq,0.999,bzcat
5BZQJ2148-1723,21 48 36.79,-17 23 44.01,fsrq,2.13,bzcat
5BZQJ2150-6802,21 50 13.38,-68 02 50.38,fsrq,1.265,bzcat
5BZQJ2150-2812,21 50 53.09,-28 12 42.69,fsrq,0.865,bzcat
5BZQJ2151-2742,21 51 21.9,-27 42 23.18,fsrq,1.485,bzcat
5BZQJ2151+0552,21 51 37.87,+05 52 13.0,fsrq,0.74,bzcat
5BZQJ2151-3027,21 51 55.51,-30 27 53.71,fsrq,2.345,bzcat
5BZQJ2152-7807,21 52 03.15,-78 07 06.59,fsrq,3.997,bzcat
5BZQJ2153-1136,21 53 50.22,-11 36 13.89,fsrq,1.582,bzcat
5BZQJ2154-1501,21 54 07.43,-15 01 31.51,fsrq,1.208,bzcat
5BZQJ2155+2250,21 55 06.46,+22 50 22.3,fsrq,1.35,bzcat
5BZQJ2156-2012,21 56 33.76,-20 12 30.88,fsrq,1.309,bzcat
5BZQJ2157+1014,21 57 12.85,+10 14 24.79,fsrq,0.761,bzcat
5BZQJ2157+3127,21 57 28.81,+31 27 01.4,fsrq,1.486,bzcat
5BZQJ2157+0649,21 57 43.24,+06 49 21.39,fsrq,0.626,bzcat
5BZQJ2158-1501,21 58 06.28,-15 01 09.29,fsrq,0.672,bzcat
5BZUJ2159-2841,21 59 10.96,-28 41 17.41,uncertain,0.271,bzcat
5BZQJ2159-1500,21 59 20.2,-15 00 37.0,fsrq,2.27,bzcat
5BZQJ2200-1945,22 00 07.76,-19 45 47.41,fsrq,1.198,bzcat
5BZQJ2200+0234,22 00 49.4,+02 34 30.1,fsrq,1.323,bzcat
5BZQJ2200-1632,22 00 54.88,-16 32 32.71,fsrq,0.836,bzcat
5BZQJ2201+5048,22 01 43.54,+50 48 56.41,fsrq,1.899,bzcat
5BZBJ2201-1707,22 01 55.83,-17 07 00.29,uncertain,0.169,bzcat
5BZQJ2202-8338,22 02 19.22,-83 38 11.79,fsrq,1.865,bzcat
5BZQJ2202-2335,22 02 55.99,-23 35 10.21,fsrq,2.12,bzcat
5BZQJ2203+3145,22 03 14.98,+31 45 38.3,fsrq,0.295,bzcat
5BZQJ2203+1725,22 03 26.87,+17 25 48.1,fsrq,1.076,bzcat
5BZQJ2203+7151,22 03 30.47,+71 51 08.49,fsrq,1.535,bzcat
5BZUJ2204+0440,22 04 17.64,+04 40 01.99,uncertain,0.027,bzcat
5BZQJ2206-1835,22 06 10.42,-18 35 38.68,fsrq,0.619,bzcat
5BZQJ2206-2119,22 06 41.38,-21 19 40.51,fsrq,0.577,bzcat
5BZQJ2206-7735,22 06 44.45,-77 35 23.78,fsrq,0.98,bzcat
5BZQJ2207+0041,22 07 19.78,+00 41 57.3,fsrq,1.898,bzcat
5BZQJ2207-5346,22 07 43.73,-53 46 33.81,fsrq,1.215,bzcat
5BZQJ2207+1652,22 07 52.86,+16 52 17.79,fsrq,1.639,bzcat
5BZQJ2207-5707,22 07 54.0,-57 07 36.69,fsrq,2.725,bzcat
5BZUJ2208+6519,22 08 03.11,+65 19 38.78,uncertain,1.121,bzcat
5BZUJ2209-4710,22 09 16.25,-47 10 00.01,uncertain,0.0060,bzcat
5BZUJ2209-2453,22 09 22.95,-24 53 32.78,uncertain,0.159,bzcat
5BZBJ2211-0003,22 11 08.33,-00 03 02.48,bllac,0.362,bzcat
5BZUJ2211-1328,22 11 24.1,-13 28 09.69,uncertain,0.392,bzcat
5BZUJ2211+2919,22 11 30.3,+29 19 48.89,uncertain,0.149,bzcat
5BZQJ2211-3707,22 11 50.52,-37 07 05.01,fsrq,0.32,bzcat
5BZQJ2211+1841,22 11 53.88,+18 41 49.88,fsrq,0.07,bzcat
5BZQJ2212+0646,22 12 50.83,+06 46 08.68,fsrq,1.121,bzcat
5BZQJ2213-2529,22 13 02.5,-25 29 30.08,fsrq,1.833,bzcat
5BZQJ2214+3739,22 14 05.69,+37 39 09.21,fsrq,2.249,bzcat
5BZQJ2215-2944,22 15 16.02,-29 44 23.31,fsrq,2.702,bzcat
5BZQJ2216-5424,22 16 21.22,-54 24 47.91,fsrq,1.899,bzcat
5BZQJ2216+3102,22 16 42.71,+31 02 35.41,fsrq,2.462,bzcat
5BZBJ2217-3106,22 17 28.46,-31 06 21.6,bllac,0.46,bzcat
5BZQJ2217+0220,22 17 48.24,+02 20 10.71,fsrq,3.572,bzcat
5BZQJ2218+1520,22 18 10.91,+15 20 35.69,fsrq,2.335,bzcat
5BZQJ2218-0335,22 18 52.03,-03 35 36.88,fsrq,0.901,bzcat
5BZQJ2219+1806,22 19 14.09,+18 06 35.6,fsrq,1.802,bzcat
5BZQJ2219-2719,22 19 35.32,-27 19 03.28,fsrq,3.634,bzcat
5BZQJ2219-0051,22 19 47.27,-00 51 32.61,fsrq,1.878,bzcat
5BZQJ2219+0736,22 19 50.41,+07 36 50.9,fsrq,0.611,bzcat
5BZBJ2222-1753,22 22 53.87,-17 53 21.01,bllac,0.297,bzcat
5BZQJ2223-3455,22 23 05.93,-34 55 47.2,fsrq,0.298,bzcat
5BZQJ2223-1607,22 23 41.16,-16 07 05.19,fsrq,0.881,bzcat
5BZQJ2225+2118,22 25 38.04,+21 18 06.4,fsrq,1.959,bzcat
5BZQJ2225-0457,22 25 47.26,-04 57 01.4,fsrq,1.404,bzcat
5BZQJ2226+0052,22 26 46.54,+00 52 11.31,fsrq,2.262,bzcat
5BZQJ2228+2503,22 28 01.55,+25 03 03.09,fsrq,0.558,bzcat
5BZQJ2228-0753,22 28 52.61,-07 53 46.6,fsrq,0.638,bzcat
5BZQJ2229+3057,22 29 34.14,+30 57 12.09,fsrq,0.322,bzcat
5BZQJ2229-0832,22 29 40.07,-08 32 54.38,fsrq,1.56,bzcat
5BZQJ2230-1325,22 30 15.3,-13 25 42.88,fsrq,1.42,bzcat
5BZQJ2230+6946,22 30 36.47,+69 46 28.09,fsrq,1.426,bzcat
5BZQJ2230-3942,22 30 40.27,-39 42 52.09,fsrq,0.318,bzcat
5BZQJ2230-4416,22 30 56.44,-44 16 29.89,fsrq,1.326,bzcat
5BZQJ2232-1659,22 32 22.56,-16 59 01.89,fsrq,1.78,bzcat
5BZQJ2232+1143,22 32 36.41,+11 43 50.91,fsrq,1.037,bzcat
5BZQJ2234-2055,22 34 57.43,-20 55 03.21,fsrq,1.443,bzcat
5BZQJ2235-4835,22 35 13.24,-48 35 58.81,fsrq,0.51,bzcat
5BZQJ2235-1826,22 35 56.16,-18 26 12.58,fsrq,2.153,bzcat
5BZBJ2236-1706,22 36 09.52,-17 06 21.99,bllac,0.647,bzcat
5BZQJ2236+2828,22 36 22.46,+28 28 57.39,fsrq,0.79,bzcat
5BZQJ2236+7322,22 36 38.59,+73 22 52.71,fsrq,1.345,bzcat
5BZQJ2237-3921,22 37 08.1,-39 21 37.9,fsrq,0.297,bzcat
5BZQJ2238+0724,22 38 10.39,+07 24 14.0,fsrq,1.011,bzcat
5BZQJ2238+2749,22 38 12.86,+27 49 52.78,fsrq,0.835,bzcat
5BZQJ2238+0412,22 38 19.31,+04 12 31.6,fsrq,1.009,bzcat
5BZQJ2239-5525,22 39 06.03,-55 25 59.41,fsrq,1.975,bzcat
5BZQJ2239-5701,22 39 12.07,-57 01 00.8,fsrq,0.569,bzcat
5BZBJ2240+1326,22 40 46.9,+13 26 02.68,bllac,0.66,bzcat
5BZQJ2241+0953,22 41 49.72,+09 53 52.4,fsrq,1.707,bzcat
5BZBJ2243-2544,22 43 26.4,-25 44 30.69,bllac,0.774,bzcat
5BZUJ2244-2954,22 44 09.11,-29 54 45.0,uncertain,1.197,bzcat
5BZQJ2244+4057,22 44 12.72,+40 57 13.6,fsrq,1.171,bzcat
5BZQJ2244+2600,22 44 35.15,+26 00 20.69,fsrq,2.042,bzcat
5BZQJ2245+0324,22 45 28.27,+03 24 08.89,fsrq,1.34,bzcat
5BZQJ2245+0500,22 45 53.64,+05 00 56.98,fsrq,1.091,bzcat
5BZQJ2246-5607,22 46 16.79,-56 07 45.98,fsrq,1.325,bzcat
5BZQJ2246-1206,22 46 18.23,-12 06 51.3,fsrq,0.632,bzcat
5BZQJ2247-3657,22 47 03.91,-36 57 46.29,fsrq,2.252,bzcat
5BZQJ2247-1237,22 47 52.63,-12 37 19.7,fsrq,1.888,bzcat
5BZQJ2247+0310,22 47 58.68,+03 10 42.38,fsrq,1.571,bzcat
5BZUJ2248-0541,22 48 00.07,-05 41 18.2,uncertain,3.295,bzcat
5BZQJ2248-2931,22 48 28.4,-29 31 38.38,fsrq,1.699,bzcat
5BZQJ2248-2702,22 48 36.4,-27 02 55.6,fsrq,2.75,bzcat
5BZQJ2248-3235,22 48 38.69,-32 35 52.18,fsrq,2.268,bzcat
5BZQJ2249+2107,22 49 00.56,+21 07 02.78,fsrq,1.274,bzcat
5BZQJ2249-3039,22 49 19.03,-30 39 12.6,fsrq,1.307,bzcat
5BZBJ2250+3824,22 50 05.75,+38 24 37.11,bllac,0.119,bzcat
5BZQJ2250-0647,22 50 26.4,-06 47 42.9,fsrq,1.71,bzcat
5BZQJ2251-3827,22 51 19.02,-38 27 06.8,fsrq,0.135,bzcat
5BZQJ2251+2217,22 51 53.5,+22 17 37.28,fsrq,3.668,bzcat
5BZQJ2253+1942,22 53 07.37,+19 42 34.59,fsrq,0.284,bzcat
5BZQJ2253+1608,22 53 57.75,+16 08 53.59,fsrq,0.859,bzcat
5BZUJ2254-3209,22 54 34.57,-32 09 27.68,uncertain,0.189,bzcat
5BZQJ2254-4139,22 54 36.68,-41 39 39.99,fsrq,1.765,bzcat
5BZBJ2254-2725,22 54 53.21,-27 25 08.9,bllac,0.333,bzcat
5BZQJ2254-5926,22 54 56.82,-59 26 00.7,fsrq,1.919,bzcat
5BZQJ2255-0844,22 55 04.24,-08 44 03.98,fsrq,0.606,bzcat
5BZQJ2256-2735,22 56 00.16,-27 35 56.11,fsrq,1.751,bzcat
5BZQJ2256+2301,22 56 10.68,+23 01 45.19,fsrq,1.831,bzcat
5BZBJ2256-3303,22 56 13.36,-33 03 37.79,bllac,0.243,bzcat
5BZQJ2256-6533,22 56 24.87,-65 33 25.59,fsrq,0.248,bzcat
5BZBJ2257+0743,22 57 17.29,+07 43 12.28,bllac,0.19,bzcat
5BZQJ2257+0243,22 57 17.56,+02 43 17.5,fsrq,2.081,bzcat
5BZQJ2258-2758,22 58 05.95,-27 58 21.28,fsrq,0.926,bzcat
5BZBJ2258-5525,22 58 18.95,-55 25 37.19,bllac,0.479,bzcat
5BZQJ2258+0203,22 58 57.75,+02 03 42.29,fsrq,2.668,bzcat
5BZQJ2259-0811,22 59 00.68,-08 11 03.01,fsrq,1.38,bzcat
5BZQJ2300-2644,23 00 25.5,-26 44 22.81,fsrq,1.476,bzcat
5BZQJ2300+1655,23 00 42.99,+16 55 14.41,fsrq,1.284,bzcat
5BZQJ2301-0158,23 01 07.98,-01 58 04.58,fsrq,0.778,bzcat
5BZQJ2301+3726,23 01 27.73,+37 26 49.2,fsrq,2.179,bzcat
5BZUJ2303-1841,23 03 02.98,-18 41 25.8,uncertain,0.129,bzcat
5BZUJ2303-3030,23 03 05.82,-30 30 11.48,uncertain,1.039,bzcat
5BZQJ2303-6807,23 03 43.56,-68 07 37.41,fsrq,0.516,bzcat
5BZQJ2304+2331,23 04 36.43,+23 31 07.6,fsrq,1.244,bzcat
5BZQJ2304-3625,23 04 53.29,-36 25 00.01,fsrq,0.962,bzcat
5BZQJ2306+0837,23 06 01.26,+08 37 15.38,fsrq,1.306,bzcat
5BZQJ2306-0459,23 06 15.31,-04 59 48.29,fsrq,1.138,bzcat
5BZQJ2307+3230,23 07 15.9,+32 30 31.89,fsrq,1.937,bzcat
5BZBJ2307+1450,23 07 34.0,+14 50 17.98,bllac,0.503,bzcat
5BZQJ2308+2008,23 08 11.64,+20 08 42.21,fsrq,0.25,bzcat
5BZQJ2309-3059,23 09 14.33,-30 59 12.58,fsrq,1.38,bzcat
5BZQJ2311+3425,23 11 05.33,+34 25 10.88,fsrq,1.817,bzcat
5BZQJ2311+4543,23 11 47.4,+45 43 55.99,fsrq,1.447,bzcat
5BZQJ2312+1615,23 12 16.96,+16 15 08.31,fsrq,1.273,bzcat
5BZQJ2312+1444,23 12 53.03,+14 44 53.48,fsrq,1.521,bzcat
5BZQJ2312+3847,23 12 58.79,+38 47 42.68,fsrq,2.181,bzcat
5BZQJ2312-6607,23 12 58.84,-66 07 31.69,fsrq,1.638,bzcat
5BZQJ2313-3704,23 13 59.7,-37 04 45.19,fsrq,2.476,bzcat
5BZQJ2314+1359,23 14 28.93,+13 59 06.21,fsrq,1.645,bzcat
5BZQJ2314-3138,23 14 48.49,-31 38 39.51,fsrq,1.323,bzcat
5BZBJ2315-5018,23 15 44.33,-50 18 39.7,bllac,0.808,bzcat
5BZQJ2316-3349,23 16 43.38,-33 49 12.5,fsrq,2.944,bzcat
5BZQJ2316-4041,23 16 46.91,-40 41 21.08,fsrq,2.448,bzcat
5BZQJ2317-1122,23 17 22.38,-11 22 23.3,fsrq,0.549,bzcat
5BZQJ2318-4010,23 18 06.85,-40 10 06.2,fsrq,1.82,bzcat
5BZQJ2318-1659,23 18 11.35,-16 59 29.18,fsrq,2.462,bzcat
5BZQJ2320+0031,23 20 37.98,+00 31 39.79,fsrq,1.894,bzcat
5BZQJ2320+0513,23 20 44.86,+05 13 50.01,fsrq,0.623,bzcat
5BZQJ2320+1829,23 20 46.78,+18 29 25.8,fsrq,0.735,bzcat
5BZQJ2321-0827,23 21 18.24,-08 27 21.49,fsrq,3.164,bzcat
5BZQJ2321+3204,23 21 54.96,+32 04 07.6,fsrq,1.489,bzcat
5BZQJ2321+2732,23 21 59.86,+27 32 46.39,fsrq,1.253,bzcat
5BZQJ2322+5057,23 22 25.97,+50 57 51.98,fsrq,1.279,bzcat
5BZQJ2322+1843,23 22 28.56,+18 43 24.88,fsrq,1.728,bzcat
5BZQJ2322+0812,23 22 36.09,+08 12 01.58,fsrq,2.09,bzcat
5BZQJ2323-0150,23 23 04.62,-01 50 48.08,fsrq,1.774,bzcat
5BZQJ2323-0317,23 23 31.95,-03 17 04.99,fsrq,1.393,bzcat
5BZQJ2323-0617,23 23 39.11,-06 17 59.2,fsrq,2.144,bzcat
5BZQJ2324-3714,23 24 07.11,-37 14 22.48,fsrq,0.37,bzcat
5BZBJ2325-4800,23 25 26.88,-48 00 16.81,bllac,0.221,bzcat
5BZUJ2327+1524,23 27 21.96,+15 24 37.29,uncertain,0.046,bzcat
5BZQJ2327+0940,23 27 33.58,+09 40 09.51,fsrq,1.843,bzcat
5BZQJ2327+1533,23 27 35.98,+15 33 09.61,fsrq,0.989,bzcat
5BZQJ2327-1447,23 27 47.95,-14 47 55.78,fsrq,2.465,bzcat
5BZQJ2328-4035,23 28 19.25,-40 35 09.81,fsrq,1.972,bzcat
5BZBJ2329+1743,23 29 03.39,+17 43 30.5,bllac,0.213,bzcat
5BZQJ2329+0834,23 29 05.78,+08 34 15.88,fsrq,0.948,bzcat
5BZQJ2329-4730,23 29 17.7,-47 30 19.11,fsrq,1.302,bzcat
5BZQJ2329-4955,23 29 20.87,-49 55 40.69,fsrq,0.518,bzcat
5BZBJ2330-3724,23 30 35.79,-37 24 38.08,bllac,0.279,bzcat
5BZQJ2330-4539,23 30 37.67,-45 39 58.1,fsrq,0.447,bzcat
5BZQJ2330+1100,23 30 40.85,+11 00 18.68,fsrq,1.489,bzcat
5BZQJ2331-2148,23 31 04.02,-21 48 15.29,fsrq,0.556,bzcat
5BZQJ2331-1556,23 31 38.64,-15 56 57.01,fsrq,1.153,bzcat
5BZQJ2331-3811,23 31 59.47,-38 11 47.68,fsrq,1.202,bzcat
5BZQJ2332-4118,23 32 19.04,-41 18 37.58,fsrq,0.671,bzcat
5BZQJ2333-0131,23 33 16.68,-01 31 07.39,fsrq,1.062,bzcat
5BZUJ2333-2343,23 33 55.24,-23 43 40.69,uncertain,0.048,bzcat
5BZQJ2334+0736,23 34 12.83,+07 36 27.61,fsrq,0.401,bzcat
5BZBJ2334-0834,23 34 48.3,-08 34 37.41,uncertain,0.208,bzcat
5BZQJ2335-2907,23 35 18.72,-29 07 16.6,fsrq,0.931,bzcat
5BZQJ2335-0131,23 35 20.4,-01 31 09.58,fsrq,1.182,bzcat
5BZQJ2336-4115,23 36 33.99,-41 15 21.99,fsrq,1.406,bzcat
5BZQJ2336-0943,23 36 34.08,-09 43 18.69,fsrq,2.218,bzcat
5BZQJ2337-5216,23 37 23.16,-52 16 20.09,fsrq,1.172,bzcat
5BZQJ2337-0230,23 37 57.34,-02 30 57.6,fsrq,1.071,bzcat
5BZBJ2338+2124,23 38 56.38,+21 24 41.4,uncertain,0.291,bzcat
5BZQJ2339-3310,23 39 54.54,-33 10 16.89,fsrq,1.802,bzcat
5BZBJ2340+2641,23 40 29.03,+26 41 56.79,uncertain,0.372,bzcat
5BZQJ2342-0322,23 42 56.59,-03 22 26.29,fsrq,0.896,bzcat
5BZQJ2343+2339,23 43 12.39,+23 39 45.61,fsrq,1.328,bzcat
5BZQJ2343-2858,23 43 18.8,-28 58 31.9,fsrq,1.936,bzcat
5BZBJ2343+3439,23 43 33.58,+34 39 50.9,bllac,0.366,bzcat
5BZQJ2343+1543,23 43 42.75,+15 43 02.99,fsrq,1.441,bzcat
5BZQJ2344+2952,23 44 22.55,+29 52 20.71,fsrq,0.949,bzcat
5BZQJ2345-1555,23 45 12.46,-15 55 07.78,fsrq,0.621,bzcat
5BZQJ2346+0930,23 46 36.84,+09 30 45.5,fsrq,0.677,bzcat
5BZQJ2347-5110,23 47 19.86,-51 10 36.08,fsrq,1.75,bzcat
5BZQJ2347-4946,23 47 43.65,-49 46 27.8,fsrq,0.643,bzcat
5BZQJ2348-1631,23 48 02.6,-16 31 11.99,fsrq,0.576,bzcat
5BZQJ2348-0425,23 48 11.75,-04 25 56.38,fsrq,1.106,bzcat
5BZQJ2348-5847,23 48 44.76,-58 47 11.68,fsrq,1.585,bzcat
5BZQJ2349+3849,23 49 20.82,+38 49 17.61,fsrq,1.032,bzcat
5BZQJ2349+0534,23 49 21.05,+05 34 40.0,fsrq,0.419,bzcat
5BZQJ2350+1106,23 50 02.03,+11 06 36.68,fsrq,0.921,bzcat
5BZBJ2350-0559,23 50 18.01,-05 59 27.7,uncertain,0.515,bzcat
5BZBJ2350-2436,23 50 23.33,-24 36 02.98,bllac,0.193,bzcat
5BZQJ2351-2203,23 51 46.01,-22 03 09.61,fsrq,2.054,bzcat
5BZQJ2352-2825,23 52 52.97,-28 25 51.99,fsrq,1.662,bzcat
5BZQJ2353-2743,23 53 11.46,-27 43 25.6,fsrq,0.889,bzcat
5BZQJ2353+5518,23 53 42.29,+55 18 40.71,fsrq,1.927,bzcat
5BZBJ2353-3037,23 53 47.46,-30 37 48.5,bllac,0.737,bzcat
5BZQJ2354-0957,23 54 05.55,-09 57 48.99,fsrq,0.989,bzcat
5BZQJ2354-0019,23 54 09.18,-00 19 48.0,fsrq,0.462,bzcat
5BZUJ2354-4106,23 54 11.11,-41 06 19.11,uncertain,0.632,bzcat
5BZQJ2354+4553,23 54 21.67,+45 53 04.2,fsrq,1.992,bzcat
5BZQJ2354-1513,23 54 30.19,-15 13 11.2,fsrq,2.675,bzcat
5BZQJ2355-3357,23 55 25.54,-33 57 57.31,fsrq,0.702,bzcat
5BZQJ2356-6820,23 56 00.67,-68 20 03.51,fsrq,1.716,bzcat
5BZQJ2357+0448,23 57 06.67,+04 48 56.7,fsrq,1.248,bzcat
5BZQJ2357-2451,23 57 23.85,-24 51 03.2,fsrq,1.614,bzcat
5BZBJ2357-0152,23 57 25.14,-01 52 15.49,bllac,0.812,bzcat
5BZQJ2357-1125,23 57 31.19,-11 25 39.21,fsrq,0.96,bzcat
5BZQJ2357-5311,23 57 53.27,-53 11 13.7,fsrq,1.006,bzcat
5BZQJ2358-4555,23 58 02.15,-45 55 18.51,fsrq,0.444,bzcat
5BZQJ2358-1020,23 58 10.87,-10 20 08.59,fsrq,1.638,bzcat
5BZQJ2358+0430,23 58 28.85,+04 30 24.8,fsrq,2.298,bzcat
5BZQJ2358+1955,23 58 46.08,+19 55 20.31,fsrq,1.066,bzcat
5BZQJ2358+3922,23 58 59.86,+39 22 28.3,fsrq,1.201,bzcat
5BZQJ2359+3850,23 59 33.18,+38 50 42.28,fsrq,2.711,bzcat
5BZQJ2359-3133,23 59 35.49,-31 33 43.81,fsrq,0.99,bzcat
