bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZQJ1808-5011,1WGAJ1808.2-5011,18 08 13.82,-50 11 53.3,1.606,20.4,fsrq,316.0,376,0.17,0.0,0.81,1.088,0.944,bzcat
5BZQJ1808+4542,S4 1806+45,18 08 21.89,+45 42 20.91,0.83,19.2,fsrq,292.0,0,0.3,0.0,0.743,1.145,0.901,bzcat
5BZBJ1809+2041,GB6B1807+2041,18 09 25.42,+20 41 31.09,0.0,16.9,bllac,52.0,0,0.66,6.0E-10,0.388,1.509,0.768,bzcat
5BZQJ1809+1849,CRATESJ180945+18,18 09 45.33,+18 49 02.99,0.928,18.8,fsrq,148.0,0,0.13,0.0,0.612,1.378,0.88,bzcat
5BZBJ1809+2910,1FGL_J1809.6+290,18 09 45.38,+29 10 19.88,0.0,16.8,bllac,82.0,0,0.0,1.2E-9,0.41,-9.9,-9.9,bzcat
5BZUJ1809-4552,PKS 1806-458,18 09 57.86,-45 52 41.01,0.07,13.3,uncertain,1271.0,1376,1.61,0.0,0.306,1.962,0.871,bzcat
5BZBJ1810+1608,GB6J1810+1608,18 10 50.17,+16 08 20.79,0.0,18.8,bllac,33.0,0,0.0,1.1E-9,0.464,-9.9,-9.9,bzcat
5BZBJ1811+0341,2FGLJ1811.3+0339,18 11 18.03,+03 41 13.81,0.0,17.4,uncertain,21.0,0,0.59,9.0E-10,0.261,1.527,0.69,bzcat
5BZBJ1811+1704,GB6J1811+1705,18 11 43.18,+17 04 57.28,0.0,18.9,uncertain,132.0,0,0.32,0.0,0.653,1.387,0.902,bzcat
5BZBJ1811+4416,RGBJ1811+442,18 11 53.49,+44 16 27.69,0.0,20.1,bllac,73.0,0,0.45,0.0,0.677,0.848,0.735,bzcat
5BZQJ1813+4304,4C 43.48,18 13 14.69,+43 04 15.7,1.088,20.4,fsrq,1031.0,0,0.0,0.0,0.914,-9.9,-9.9,bzcat
5BZBJ1813+0615,2FGLJ1813.7+0617,18 13 33.41,+06 15 42.01,0.0,18.0,bllac,190.0,255,0.0,9.0E-10,0.585,-9.9,-9.9,bzcat
5BZBJ1813+3144,EXO1811.7+3143,18 13 35.2,+31 44 17.7,0.117,15.2,uncertain,191.0,0,0.59,1.8E-9,0.299,1.783,0.805,bzcat
5BZQJ1813+2952,B2 1811+29,18 13 37.26,+29 52 37.88,1.351,19.8,fsrq,291.0,0,0.0,0.0,0.761,-9.9,-9.9,bzcat
5BZQJ1814+4113,S4 1812+41,18 14 22.7,+41 13 05.59,1.564,18.6,fsrq,724.0,0,0.0,0.0,0.754,-9.9,-9.9,bzcat
5BZQJ1815+1623,GB6J1815+1623,18 15 14.85,+16 23 45.88,0.742,16.8,fsrq,118.0,0,0.0,0.0,0.41,-9.9,-9.9,bzcat
5BZQJ1815-7001,CGRaBSJ1815-7001,18 15 51.78,-70 01 39.0,0.745,18.9,fsrq,118.0,0,0.0,0.0,0.642,-9.9,-9.9,bzcat
5BZQJ1818+5017,BZQJ1818+5017,18 18 30.52,+50 17 19.71,1.395,18.3,fsrq,176.0,0,0.0,0.0,0.604,-9.9,-9.9,bzcat
5BZQJ1818+0903,2FGLJ1818.6+0903,18 18 40.06,+09 03 46.18,0.354,18.5,fsrq,75.0,0,0.0,1.8E-9,0.536,-9.9,-9.9,bzcat
5BZUJ1819-6345,PKS1814-63,18 19 34.99,-63 45 48.2,0.063,13.4,uncertain,19532.0,0,1.24,0.0,0.457,1.957,0.965,bzcat
5BZUJ1819-5521,PKS1815-553,18 19 45.4,-55 21 20.7,1.629,19.6,uncertain,672.0,0,0.14,0.0,0.74,1.326,1.01,bzcat
5BZGJ1823+7938,S51826+796,18 23 14.1,+79 38 48.98,0.224,17.5,bllac_gal,296.0,0,0.0,0.0,0.599,-9.9,-9.9,bzcat
5BZBJ1823+6857,GB6J1823+6857,18 23 32.84,+68 57 52.59,0.0,19.0,bllac,219.0,0,0.06,8.0E-10,0.67,1.511,0.955,bzcat
5BZUJ1823-3454,SAO210081,18 23 38.58,-34 54 11.98,0.0,0.0,uncertain,132.0,0,0.12,0.0,-9.9,-9.9,0.892,bzcat
5BZQJ1824+1044,PKS 1821+10,18 24 02.86,+10 44 23.78,1.36,16.5,fsrq,968.0,0,0.42,0.0,0.583,1.576,0.953,bzcat
5BZBJ1824+5651,4C56.27,18 24 07.07,+56 51 01.51,0.663,17.5,bllac,1412.0,902,1.17,2.6E-9,0.668,1.274,0.897,bzcat
5BZQJ1826-3650,1WGAJ1826.1-3650,18 26 08.13,-36 50 49.7,0.888,18.8,fsrq,513.0,0,0.22,0.0,0.715,1.332,0.944,bzcat
5BZQJ1826+0149,BZQJ1826+0149,18 26 25.06,+01 49 40.11,1.771,20.5,fsrq,514.0,0,0.13,0.0,0.732,1.368,1.004,bzcat
5BZQJ1826+3431,S4 1825+34,18 26 59.98,+34 31 14.08,1.814,16.2,fsrq,470.0,0,0.0,0.0,0.522,-9.9,-9.9,bzcat
5BZQJ1827-4533,PKS 1823-455,18 27 10.24,-45 33 10.0,1.244,17.4,fsrq,820.0,0,0.3,0.0,0.644,1.441,0.915,bzcat
5BZQJ1829-5813,PLCKERC217G336.8,18 29 12.4,-58 13 54.98,1.531,18.8,fsrq,791.0,400,0.71,0.0,0.764,1.079,0.894,bzcat
5BZUJ1829+2729,2FGLJ1829.1+2725,18 29 13.96,+27 29 02.79,0.0,16.4,uncertain,30.0,0,0.0,8.0E-10,0.311,-9.9,-9.9,bzcat
5BZBJ1829+5402,GB6J1829+5403,18 29 24.29,+54 02 59.78,0.0,17.2,bllac,25.0,0,0.92,7.0E-10,0.346,1.376,0.695,bzcat
5BZUJ1829+4844,3C380.0,18 29 31.78,+48 44 46.21,0.695,16.7,uncertain,13753.0,1008,2.2,1.4E-9,0.747,1.313,0.944,bzcat
5BZBJ1830+1324,GB6J1830+1324,18 30 00.76,+13 24 14.29,0.0,17.7,bllac,95.0,0,0.0,8.0E-10,0.434,-9.9,-9.9,bzcat
5BZQJ1830+0619,PCCS1217G036.16+,18 30 05.93,+06 19 15.99,0.745,19.5,fsrq,397.0,0,0.32,2.8E-9,0.682,1.302,0.91,bzcat
5BZQJ1831-4805,CGRaBSJ1831-4805,18 31 41.44,-48 05 21.01,1.196,17.5,fsrq,36.0,0,0.0,0.0,0.464,-9.9,-9.9,bzcat
5BZBJ1832-5659,CRATESJ183230-56,18 32 30.97,-56 59 20.68,0.0,17.0,bllac,211.0,0,0.0,8.0E-10,0.467,-9.9,-9.9,bzcat
5BZQJ1832+1357,GB6B1830+1355,18 32 43.21,+13 57 47.41,2.83,18.2,fsrq,641.0,0,1.96,0.0,0.651,1.061,0.843,bzcat
5BZQJ1833-2103,PKSB1830-210,18 33 39.93,-21 03 39.7,2.507,21.0,fsrq,10896.0,1537,0.69,1.19E-8,1.095,0.852,1.03,bzcat
5BZBJ1834-5856,PKS 1830-589,18 34 27.47,-58 56 36.31,0.0,18.3,bllac,373.0,0,0.15,0.0,0.656,1.517,0.948,bzcat
5BZQJ1835+6119,S4 1834+61,18 35 19.67,+61 19 40.0,2.274,18.4,fsrq,588.0,0,0.13,0.0,0.722,1.376,0.975,bzcat
5BZQJ1835+2506,CRATESJ183558+25,18 35 58.38,+25 06 45.39,1.973,16.0,fsrq,32.0,0,0.0,0.0,0.28,-9.9,-9.9,bzcat
5BZBJ1836+3136,BZBJ1836+3136,18 36 21.24,+31 36 26.78,0.0,16.7,bllac,36.0,0,0.3,8.0E-10,0.303,1.688,0.772,bzcat
5BZQJ1837-7108,PKS1831-711,18 37 28.7,-71 08 43.58,1.356,16.7,fsrq,1290.0,538,0.65,0.0,0.662,1.416,0.964,bzcat
5BZQJ1837-5848,CRATESJ183752-58,18 37 53.8,-58 48 09.0,3.04,18.6,fsrq,180.0,0,0.0,0.0,0.618,-9.9,-9.9,bzcat
5BZQJ1838-3427,PKS1835-345,18 38 28.49,-34 27 41.79,2.78,19.4,fsrq,280.0,0,0.0,0.0,0.693,-9.9,-9.9,bzcat
5BZBJ1838+4802,GB6J1838+4802,18 38 49.16,+48 02 34.4,0.0,16.2,bllac,30.0,0,1.29,1.2E-9,0.282,1.506,0.697,bzcat
5BZGJ1838+5735,GB6J18389+5735,18 38 58.56,+57 35 39.4,0.164,15.4,bllac_gal,87.0,0,0.0,0.0,0.285,-9.9,-9.9,bzcat
5BZQJ1840+2457,CRATESJ184002+24,18 40 03.42,+24 57 41.61,1.634,19.3,fsrq,68.0,0,0.0,0.0,0.593,-9.9,-9.9,bzcat
5BZGJ1840-7709,PKS1833-77,18 40 38.59,-77 09 28.69,0.018,8.3,bllac_gal,1108.0,0,6.11,0.0,-0.142,2.488,0.75,bzcat
5BZQJ1840+3900,B31839+389,18 40 57.15,+39 00 45.68,3.095,18.7,fsrq,143.0,0,0.0,0.0,0.603,-9.9,-9.9,bzcat
5BZBJ1840+5452,1WGAJ1840.9+5452,18 40 57.37,+54 52 15.88,0.646,19.5,bllac,208.0,0,0.25,0.0,0.705,1.171,0.893,bzcat
5BZBJ1841+5906,1WGAJ1841.3+5906,18 41 20.3,+59 06 08.2,0.53,18.6,bllac,19.0,0,0.31,0.0,0.41,1.302,0.734,bzcat
5BZBJ1841+3218,1FGL_J1841.9+322,18 41 47.04,+32 18 39.2,0.0,16.8,bllac,20.0,0,2.88,1.4E-9,0.243,1.288,0.598,bzcat
5BZQJ1842+6809,S41842+68,18 42 33.64,+68 09 25.19,0.472,17.8,fsrq,798.0,0,0.66,0.0,0.703,1.277,0.911,bzcat
5BZBJ1843-7430,BZBJ1843-7430,18 43 40.21,-74 30 24.19,0.0,21.0,bllac,121.0,0,0.04,0.0,0.675,1.238,0.866,bzcat
5BZBJ1844+5709,GB6J1844+5709,18 44 50.95,+57 09 38.59,0.0,17.8,bllac,162.0,0,0.0,4.0E-10,0.518,-9.9,-9.9,bzcat
5BZQJ1846+3747,B31844+377,18 46 31.91,+37 47 17.3,2.441,18.5,fsrq,116.0,0,0.0,0.0,0.583,-9.9,-9.9,bzcat
5BZQJ1848+3219,B21846+32A,18 48 22.08,+32 19 02.6,0.798,18.9,fsrq,516.0,427,1.0,1.5E-9,0.753,1.039,0.877,bzcat
5BZBJ1848+6537,BZBJ1848+6537,18 48 22.66,+65 37 02.31,0.364,18.6,bllac,8.0,0,1.77,0.0,0.367,0.94,0.573,bzcat
5BZBJ1848+4245,BZBJ1848+4245,18 48 47.14,+42 45 39.38,0.0,17.8,bllac,21.0,0,4.58,0.0,0.334,1.043,0.574,bzcat
5BZQJ1849+6705,4C66.20,18 49 16.07,+67 05 41.71,0.657,17.5,fsrq,517.0,0,0.41,7.4E-9,0.661,1.389,0.933,bzcat
5BZQJ1849+3024,B2 1847+30,18 49 20.1,+30 24 14.18,0.672,19.4,fsrq,222.0,0,0.31,0.0,0.675,1.202,0.865,bzcat
5BZBJ1849-4314,1FGL_J1849.6-431,18 49 25.92,-43 14 13.09,0.0,17.9,bllac,90.0,0,0.0,1.3E-9,0.48,-9.9,-9.9,bzcat
5BZBJ1849+2748,GB6J1849+2748,18 49 31.74,+27 48 00.79,0.0,19.3,bllac,47.0,0,0.0,7.0E-10,0.594,-9.9,-9.9,bzcat
5BZQJ1850+2825,S21848+28,18 50 27.59,+28 25 13.18,2.544,17.0,fsrq,230.0,0,0.79,0.0,0.493,1.36,0.906,bzcat
5BZQJ1852+4855,S41851+488,18 52 28.55,+48 55 47.49,1.25,18.0,fsrq,238.0,0,0.09,2.9E-9,0.623,1.528,0.962,bzcat
5BZQJ1852+4019,B2 1850+40,18 52 30.36,+40 19 06.6,2.12,19.0,fsrq,655.0,0,0.0,0.0,0.76,-9.9,-9.9,bzcat
5BZBJ1853+6713,1ES1853+671,18 53 52.06,+67 13 55.09,0.212,17.1,bllac,11.0,0,0.86,0.0,0.269,1.318,0.632,bzcat
5BZQJ1854+7351,S51856+737,18 54 57.29,+73 51 19.9,0.461,16.7,fsrq,464.0,0,0.89,0.0,0.57,1.405,0.868,bzcat
5BZQJ1855+3742,S4 1853+37,18 55 27.71,+37 42 56.98,1.12,18.6,fsrq,187.0,0,0.0,0.0,0.653,-9.9,-9.9,bzcat
5BZQJ1857-5325,PKS 1853-534,18 57 00.44,-53 25 00.4,0.778,19.1,fsrq,515.0,0,0.0,0.0,0.767,-9.9,-9.9,bzcat
5BZBJ1901-2112,CGRaBSJ1901-2112,19 01 04.44,-21 12 01.18,0.0,17.6,uncertain,92.0,0,0.0,0.0,0.461,-9.9,-9.9,bzcat
5BZQJ1901-7429,CRATESJ190103-74,19 01 05.13,-74 29 25.29,0.638,18.9,fsrq,320.0,0,0.0,0.0,0.661,-9.9,-9.9,bzcat
5BZQJ1902+3159,3C395,19 02 55.93,+31 59 41.71,0.635,15.8,fsrq,3204.0,283,0.53,0.0,0.601,1.664,0.963,bzcat
5BZQJ1903-6749,CGRaBSJ1903-6749,19 03 01.23,-67 49 35.9,0.255,16.6,fsrq,241.0,381,0.61,7.0E-10,0.518,1.492,0.858,bzcat
5BZBJ1903+5540,GB6J1903+5540,19 03 11.6,+55 40 38.49,0.0,16.4,bllac,261.0,0,0.94,3.5E-9,0.45,1.524,0.814,bzcat
5BZQJ1911-2006,2E1908.2-2011,19 11 09.65,-20 06 55.11,1.119,18.9,fsrq,2714.0,2069,1.77,5.7E-9,0.847,0.97,0.901,bzcat
5BZQJ1911-2102,OV-214,19 11 53.93,-21 02 43.8,1.42,17.9,fsrq,620.0,0,0.27,0.0,0.641,1.429,0.92,bzcat
5BZUJ1911+1611,CC 049+02.9,19 11 58.26,+16 11 46.89,0.0,20.0,uncertain,395.0,368,0.0,1.4E-9,0.454,-9.9,-9.9,bzcat
5BZQJ1912+3740,PCCS1217G069.13+,19 12 25.12,+37 40 36.58,1.104,20.0,fsrq,418.0,230,0.0,0.0,0.795,-9.9,-9.9,bzcat
5BZQJ1912-8010,1Jy1903-802,19 12 40.01,-80 10 05.91,1.756,19.2,fsrq,1200.0,298,0.0,0.0,0.826,-9.9,-9.9,bzcat
5BZQJ1913-4503,PKSB1910-451,19 13 46.55,-45 03 11.59,2.559,17.7,fsrq,60.0,0,0.0,0.0,0.461,-9.9,-9.9,bzcat
5BZQJ1914-4631,PKS1910-466,19 14 13.8,-46 31 31.9,1.283,18.0,fsrq,372.0,0,0.0,0.0,0.658,-9.9,-9.9,bzcat
5BZUJ1915+6548,BZQJ1915+6548,19 15 23.81,+65 48 46.4,0.486,19.0,uncertain,584.0,0,0.0,0.0,0.676,-9.9,-9.9,bzcat
5BZQJ1915-2347,CGRaBSJ1915-2347,19 15 44.76,-23 47 03.01,1.34,17.0,fsrq,55.0,0,0.0,0.0,0.398,-9.9,-9.9,bzcat
5BZQJ1916-7946,1RXSJ191651.7-79,19 16 44.33,-79 46 21.9,0.204,18.0,fsrq,48.0,0,0.65,0.0,0.473,1.311,0.765,bzcat
5BZBJ1917-1921,1H 1914-194,19 17 44.82,-19 21 31.6,0.137,15.7,bllac,482.0,0,2.86,3.2E-9,0.441,1.432,0.783,bzcat
5BZQJ1918+5520,S4 1917+55,19 18 10.74,+55 20 38.61,1.734,19.5,fsrq,301.0,159,0.0,0.0,0.741,-9.9,-9.9,bzcat
5BZBJ1918-4111,1FGL_J1918.4-410,19 18 16.04,-41 11 30.8,0.0,17.3,bllac,361.0,0,0.0,2.5E-9,0.514,-9.9,-9.9,bzcat
5BZQJ1918+4937,GB6J1918+4937,19 18 45.58,+49 37 55.99,0.926,17.5,fsrq,159.0,0,0.21,0.0,0.522,1.496,0.864,bzcat
5BZQJ1919-4543,PKS1915-458,19 19 16.68,-45 43 38.6,2.47,18.8,fsrq,789.0,0,0.16,0.0,0.772,1.288,0.971,bzcat
5BZQJ1920-2351,CGRaBSJ1920-2351,19 20 48.43,-23 51 33.08,1.345,18.6,fsrq,64.0,0,0.0,0.0,0.533,-9.9,-9.9,bzcat
5BZBJ1921-1231,2FGLJ1921.3-1231,19 21 23.92,-12 31 54.4,0.0,18.6,bllac,111.0,0,0.0,1.0E-9,0.555,-9.9,-9.9,bzcat
5BZBJ1921-1607,1FGL_J1922.0-160,19 21 51.54,-16 07 13.18,0.0,16.7,bllac,96.0,0,0.46,1.6E-9,0.351,1.661,0.795,bzcat
5BZQJ1923-8007,BZQJ1923-8007,19 23 05.78,-80 07 28.81,1.481,20.0,fsrq,268.0,0,0.0,0.0,0.735,-9.9,-9.9,bzcat
5BZQJ1923-2104,PMNJ1923-2104,19 23 32.18,-21 04 33.31,0.874,16.6,fsrq,3167.0,2065,0.77,8.3E-9,0.704,1.434,0.967,bzcat
5BZQJ1924-2914,OV-236,19 24 51.06,-29 14 30.08,0.353,17.3,fsrq,13387.0,9129,2.42,3.0E-9,0.885,1.175,0.993,bzcat
5BZBJ1925-1018,BZBJ1925-1018,19 25 03.21,-10 18 12.59,0.0,14.6,uncertain,94.0,0,0.0,1.3E-9,0.153,-9.9,-9.9,bzcat
5BZQJ1925-3401,PKS1921-341,19 25 16.99,-34 01 01.2,1.523,19.5,fsrq,257.0,0,0.0,0.0,0.739,-9.9,-9.9,bzcat
5BZBJ1925-5935,CRATESJ192524-59,19 25 24.35,-59 35 32.31,0.436,18.1,bllac,229.0,0,0.0,0.0,0.548,-9.9,-9.9,bzcat
5BZBJ1925-2219,CRATESJ192538-22,19 25 39.78,-22 19 35.11,0.0,17.4,bllac,445.0,0,0.0,0.0,0.588,-9.9,-9.9,bzcat
5BZBJ1925+2106,PKSB1923+210,19 25 59.61,+21 06 26.2,0.0,16.2,bllac,1199.0,667,0.0,0.0,0.233,-9.9,-9.9,bzcat
5BZBJ1926+6154,1RXSJ192649.5+61,19 26 49.88,+61 54 42.4,0.0,17.1,bllac,23.0,0,1.92,2.2E-9,0.331,1.287,0.655,bzcat
5BZBJ1927+6117,S41926+611,19 27 30.43,+61 17 32.89,0.0,17.7,bllac,535.0,409,0.27,9.0E-10,0.633,1.52,0.933,bzcat
5BZQJ1927+7358,4C73.18,19 27 48.49,+73 58 01.59,0.302,15.2,fsrq,3950.0,2424,3.66,0.0,0.609,1.427,0.893,bzcat
5BZUJ1928-0456,CRATESJ192825-04,19 28 22.48,-04 56 26.19,0.587,18.4,uncertain,267.0,0,0.45,1.7E-9,0.485,1.466,0.829,bzcat
5BZQJ1930-6056,PKS1925-610,19 30 06.16,-60 56 09.2,3.254,19.3,fsrq,692.0,0,0.34,0.0,0.79,1.083,0.949,bzcat
5BZBJ1931+0937,2FGLJ1931.1+0938,19 31 09.6,+09 37 17.5,0.0,16.8,bllac,19.0,0,7.36,3.1E-9,0.095,1.413,0.542,bzcat
5BZQJ1932-4536,PKS 1929-457,19 32 44.88,-45 36 37.9,0.652,17.1,fsrq,792.0,0,0.49,0.0,0.654,1.419,0.933,bzcat
5BZUJ1933+0726,GB6J1933+0726,19 33 20.29,+07 26 21.8,0.0,16.6,uncertain,95.0,0,1.33,1.2E-9,0.325,1.579,0.75,bzcat
5BZQJ1933-6942,PKS 1928-698,19 33 31.15,-69 42 58.89,1.481,18.7,fsrq,759.0,0,0.0,0.0,0.741,-9.9,-9.9,bzcat
5BZQJ1933+6540,GB6B1933+6533,19 33 57.34,+65 40 16.89,1.687,20.0,fsrq,221.0,89,0.18,0.0,0.754,1.116,0.909,bzcat
5BZQJ1934+6138,GB6J1934+6138,19 34 40.68,+61 38 41.6,1.749,20.6,fsrq,193.0,0,0.08,0.0,0.794,1.135,0.924,bzcat
5BZQJ1934-2416,CGRaBSJ1934-2416,19 34 52.85,-24 16 24.38,1.543,17.2,fsrq,230.0,0,0.0,0.0,0.54,-9.9,-9.9,bzcat
5BZQJ1935-1602,CRATESJ193536-16,19 35 35.8,-16 02 32.38,1.46,19.3,fsrq,312.0,0,0.0,0.0,0.709,-9.9,-9.9,bzcat
5BZQJ1936+7131,S51936+714,19 36 03.55,+71 31 31.79,1.864,18.4,fsrq,556.0,0,0.0,0.0,0.698,-9.9,-9.9,bzcat
5BZQJ1936-0402,CGRaBSJ1936-0402,19 36 53.74,-04 02 45.49,0.49,18.2,fsrq,105.0,0,0.0,0.0,0.52,-9.9,-9.9,bzcat
5BZBJ1936-4719,1WGAJ1936.8-4719,19 36 56.1,-47 19 50.01,0.265,16.2,bllac,85.0,0,2.56,7.0E-10,0.319,1.359,0.68,bzcat
5BZQJ1938-1749,CGRaBSJ1938-1749,19 38 04.96,-17 49 20.38,0.903,17.8,fsrq,198.0,212,0.0,0.0,0.577,-9.9,-9.9,bzcat
5BZQJ1938-4657,PKS1934-470,19 38 26.34,-46 57 25.48,0.805,21.0,fsrq,138.0,0,0.13,7.0E-10,0.818,1.019,0.909,bzcat
5BZQJ1939-1525,PKS 1936-15,19 39 26.65,-15 25 43.1,1.657,20.6,fsrq,609.0,0,0.45,0.0,0.884,0.889,0.925,bzcat
5BZQJ1939-1002,PKS 1937-101,19 39 57.25,-10 02 41.49,3.787,16.9,fsrq,839.0,0,0.4,0.0,0.568,1.522,0.928,bzcat
5BZQJ1941-0211,CGRaBSJ1941-0211,19 41 18.94,-02 11 45.09,0.202,16.9,fsrq,54.0,0,0.0,0.0,0.378,-9.9,-9.9,bzcat
5BZUJ1941-6211,1Jy1936-623,19 41 21.77,-62 11 21.08,0.0,20.0,uncertain,1831.0,0,0.0,6.0E-10,0.85,-9.9,-9.9,bzcat
5BZQJ1942-7015,CGRaBSJ1942-7015,19 42 45.41,-70 15 44.38,2.896,19.0,fsrq,80.0,0,0.0,0.0,0.571,-9.9,-9.9,bzcat
5BZBJ1942+1033,1RXSJ194246.3+10,19 42 47.47,+10 33 26.99,0.0,15.4,bllac,99.0,0,2.86,2.8E-9,0.216,1.649,0.702,bzcat
5BZGJ1945-5520,PKS1941-554,19 45 24.95,-55 20 48.98,0.015,11.9,bllac_gal,710.0,249,0.0,0.0,0.205,-9.9,-9.9,bzcat
5BZQJ1945-3048,CGRaBSJ1945-3048,19 45 57.54,-30 48 49.28,0.576,19.1,fsrq,128.0,0,0.0,0.0,0.646,-9.9,-9.9,bzcat
5BZBJ1945-3111,PKS1942-313,19 45 59.4,-31 11 39.3,0.0,18.0,bllac,168.0,0,0.0,7.0E-10,0.525,-9.9,-9.9,bzcat
5BZQJ1949+5041,GB6B1948+5034,19 49 43.85,+50 41 29.61,1.929,15.7,fsrq,216.0,0,0.0,0.0,0.391,-9.9,-9.9,bzcat
5BZQJ1949-1957,PKS 1946-200,19 49 53.41,-19 57 13.28,2.652,17.9,fsrq,1416.0,0,0.26,0.0,0.738,1.368,0.985,bzcat
5BZQJ1951+5727,6C1950+5719,19 51 06.97,+57 27 17.2,0.652,19.3,fsrq,457.0,0,0.0,0.0,0.75,-9.9,-9.9,bzcat
5BZQJ1951+0134,BZQJ1951+0134,19 51 36.01,+01 34 42.7,4.114,19.4,fsrq,100.0,0,0.08,0.0,0.545,1.451,0.928,bzcat
5BZQJ1951-0509,CGRaBSJ1951-0509,19 51 47.46,-05 09 43.99,1.083,19.5,fsrq,184.0,0,0.06,0.0,0.707,1.416,0.986,bzcat
5BZBJ1954-1123,PCCS1217G029.66-,19 54 41.15,-11 23 22.59,0.683,18.9,bllac,367.0,539,0.34,2.9E-9,0.672,1.306,0.925,bzcat
5BZQJ1955+1358,PLCKERC217G052.7,19 55 11.57,+13 58 16.28,0.743,18.6,fsrq,156.0,735,0.0,1.9E-9,0.591,-9.9,-9.9,bzcat
5BZQJ1955+5131,S41954+513,19 55 42.73,+51 31 48.5,1.214,17.5,fsrq,1588.0,427,0.48,0.0,0.688,1.426,0.963,bzcat
5BZQJ1956-3225,PKS 1953-325,19 56 59.45,-32 25 45.98,1.242,18.6,fsrq,474.0,302,0.0,0.0,0.71,-9.9,-9.9,bzcat
5BZQJ1957-3845,PKS1954-388,19 57 59.82,-38 45 06.4,0.63,17.1,fsrq,1494.0,990,1.14,3.1E-9,0.705,1.288,0.922,bzcat
5BZGJ1958-3011,1FGL_J1958.4-301,19 58 14.9,-30 11 11.68,0.119,14.0,bllac_gal,129.0,0,6.24,6.0E-10,0.17,1.6,0.659,bzcat
5BZQJ1959-4246,BZQJ1959-4246,19 59 13.38,-42 46 07.78,2.178,19.7,fsrq,163.0,318,0.29,2.5E-9,0.713,1.049,0.859,bzcat
5BZBJ1959+6508,1ES1959+650,19 59 59.86,+65 08 54.7,0.047,11.9,bllac,250.0,0,32.3,5.9E-9,0.079,1.653,0.615,bzcat
5BZQJ2000-1325,PLCKERC217G028.3,20 00 42.15,-13 25 33.49,0.222,16.7,fsrq,454.0,427,0.0,0.0,0.549,-9.9,-9.9,bzcat
5BZQJ2000-1748,PKS1958-179,20 00 57.09,-17 48 57.7,0.652,16.8,fsrq,550.0,1008,1.45,2.5E-9,0.659,1.304,0.927,bzcat
5BZBJ2001+4352,1FGL_J2001.1+435,20 01 12.86,+43 52 52.78,0.0,15.0,bllac,104.0,0,1.0,1.18E-8,0.129,2.113,0.802,bzcat
5BZBJ2001+7040,GB6J2001+7040,20 01 33.95,+70 40 25.39,0.0,19.6,bllac,160.0,0,0.13,8.0E-10,0.662,1.291,0.875,bzcat
5BZQJ2003-3251,1Jy2000-330,20 03 24.11,-32 51 45.1,3.773,17.1,fsrq,447.0,0,0.2,0.0,0.534,1.555,0.996,bzcat
5BZGJ2003-0856,BZBJ2003-0856,20 03 54.43,-08 56 42.89,0.057,11.3,bllac_gal,9.0,0,1.97,0.0,-0.269,2.211,0.574,bzcat
5BZQJ2004-6347,CGRaBSJ2004-6347,20 04 29.47,-63 47 23.31,2.189,19.2,fsrq,748.0,0,0.0,0.0,0.807,-9.9,-9.9,bzcat
5BZBJ2005+7004,1RXSJ200504.0+70,20 05 06.3,+70 04 40.69,0.0,19.2,bllac,8.0,0,0.59,1.2E-9,0.371,1.151,0.636,bzcat
5BZQJ2005-1822,PKS 2002-185,20 05 17.28,-18 22 03.28,0.868,18.2,fsrq,737.0,483,0.42,0.0,0.704,1.273,0.905,bzcat
5BZBJ2005+7752,S52007+777,20 05 31.0,+77 52 43.21,0.342,16.1,bllac,1061.0,939,0.43,1.1E-9,0.542,1.705,0.954,bzcat
5BZQJ2006+6424,1RXSJ200618.9+64,20 06 17.69,+64 24 45.39,1.574,18.5,fsrq,519.0,492,0.12,0.0,0.695,1.457,0.993,bzcat
5BZQJ2007+0636,GB6J2007+0636,20 07 11.92,+06 36 44.6,2.864,20.1,fsrq,249.0,0,0.0,0.0,0.727,-9.9,-9.9,bzcat
5BZQJ2007+6607,S4 2007+65,20 07 28.77,+66 07 22.51,1.325,20.3,fsrq,509.0,188,0.0,0.0,0.846,-9.9,-9.9,bzcat
5BZQJ2007+4029,TEX 2005+403,20 07 44.93,+40 29 48.58,1.736,20.3,fsrq,2470.0,1507,0.73,0.0,0.744,1.314,0.984,bzcat
5BZQJ2007-4434,PKS 2004-447,20 07 55.18,-44 34 44.29,0.24,18.0,fsrq,862.0,0,0.27,7.0E-10,0.68,1.398,0.924,bzcat
5BZUJ2008-0418,3C 407,20 08 24.42,-04 18 29.3,0.589,17.6,uncertain,1042.0,0,0.51,1.1E-9,0.592,1.46,0.897,bzcat
5BZBJ2009-4849,1Jy2005-489,20 09 25.38,-48 49 53.68,0.071,11.0,bllac,1299.0,506,33.3,3.8E-9,0.163,1.749,0.704,bzcat
5BZBJ2009+7229,4C72.28,20 09 52.3,+72 29 19.39,0.0,19.0,bllac,954.0,388,0.13,1.4E-9,0.769,1.456,1.002,bzcat
5BZQJ2009+0727,TEX2007+073,20 09 55.5,+07 27 13.71,0.762,19.0,fsrq,269.0,0,0.0,0.0,0.65,-9.9,-9.9,bzcat
