bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZQJ2010-2523,1RXSJ201020.0-25,20 10 19.75,-25 23 59.31,0.825,19.4,fsrq,59.0,0,1.71,0.0,0.591,0.866,0.7,bzcat
5BZQJ2010+6116,CRATESJ201049+61,20 10 49.29,+61 16 15.2,0.87,20.4,fsrq,251.0,0,0.0,0.0,0.78,-9.9,-9.9,bzcat
5BZQJ2011-1546,PKS2008-159,20 11 15.71,-15 46 40.29,1.178,16.8,fsrq,547.0,567,1.72,0.0,0.606,1.23,0.859,bzcat
5BZBJ2012+4628,2E2010.5+4619,20 12 05.64,+46 28 55.81,0.0,16.8,bllac,620.0,656,3.84,2.6E-9,0.307,1.649,0.762,bzcat
5BZBJ2014-0047,1FGL_J2014.5-004,20 14 28.63,-00 47 22.81,0.0,17.7,bllac,125.0,0,0.77,1.0E-9,0.42,1.397,0.752,bzcat
5BZBJ2014+0648,2FGLJ2014.7+0646,20 14 31.07,+06 48 52.3,0.341,17.8,bllac,16.0,0,0.42,5.0E-10,0.281,1.465,0.694,bzcat
5BZQJ2015-1252,CGRaBSJ2015-1252,20 15 13.69,-12 52 56.89,0.614,20.2,fsrq,52.0,0,0.0,0.0,0.691,-9.9,-9.9,bzcat
5BZBJ2015-0137,PKS 2012-017,20 15 15.16,-01 37 32.59,0.0,16.5,bllac,922.0,0,0.27,1.2E-9,0.556,1.755,0.962,bzcat
5BZUJ2015+3710,TEX2013+370,20 15 28.73,+37 10 59.48,0.0,21.4,uncertain,2167.0,2363,0.66,1.2E-8,0.408,1.931,0.924,bzcat
5BZQJ2015+6554,S42015+657,20 15 55.37,+65 54 52.7,2.845,19.9,fsrq,669.0,207,0.24,0.0,0.814,1.105,0.937,bzcat
5BZBJ2016-0903,1FGL_J2016.2-090,20 16 24.03,-09 03 33.4,0.0,16.9,bllac,76.0,0,0.3,1.9E-9,0.382,1.617,0.8,bzcat
5BZQJ2017+7440,S52017+745,20 17 13.08,+74 40 48.0,2.187,18.2,fsrq,474.0,212,0.34,0.0,0.654,1.317,0.918,bzcat
5BZQJ2017+0603,GB6B2014+0553,20 17 13.4,+06 03 07.19,1.743,17.2,fsrq,37.0,0,0.14,6.4E-9,0.353,1.637,0.815,bzcat
5BZQJ2018-1109,CGRaBSJ2018-1109,20 18 28.01,-11 09 55.51,0.9,18.1,fsrq,130.0,0,0.0,0.0,0.616,-9.9,-9.9,bzcat
5BZQJ2018-0509,CGRaBSJ2018-0509,20 18 57.76,-05 09 29.41,0.905,19.0,fsrq,71.0,255,0.0,0.0,0.608,-9.9,-9.9,bzcat
5BZQJ2019-5201,CRATESJ201904-52,20 19 04.38,-52 01 39.5,1.717,18.2,fsrq,394.0,0,0.29,0.0,0.676,1.277,0.901,bzcat
5BZQJ2020+6747,GB6J2020+6747,20 20 18.9,+67 47 06.39,2.571,20.0,fsrq,238.0,0,0.0,0.0,0.734,-9.9,-9.9,bzcat
5BZQJ2022+6136,S42021+61,20 22 06.67,+61 36 58.78,0.228,17.7,fsrq,2097.0,230,0.06,0.0,0.74,1.795,1.106,bzcat
5BZBJ2022-4513,CRATESJ202225-45,20 22 26.2,-45 13 31.0,0.0,0.0,bllac,141.0,0,0.0,5.0E-10,-9.9,-9.9,-9.9,bzcat
5BZBJ2022+7611,S52023+760,20 22 35.58,+76 11 26.19,0.0,16.7,bllac,429.0,589,0.8,1.5E-9,0.501,1.55,0.857,bzcat
5BZUJ2023-1139,2FGLJ2023.4-1137,20 23 36.66,-11 39 57.88,0.0,20.4,uncertain,175.0,0,0.0,1.1E-9,0.726,-9.9,-9.9,bzcat
5BZQJ2023-3655,PKS 2020-370,20 23 46.09,-36 55 20.99,1.048,17.1,fsrq,437.0,0,0.0,0.0,0.598,-9.9,-9.9,bzcat
5BZQJ2024-3253,PKS 2021-330,20 24 35.57,-32 53 35.91,1.465,18.7,fsrq,887.0,425,0.0,0.0,0.77,-9.9,-9.9,bzcat
5BZQJ2024+1718,MG 2024+1717,20 24 56.56,+17 18 13.21,1.05,17.4,fsrq,279.0,372,0.0,0.0,0.578,-9.9,-9.9,bzcat
5BZQJ2025+0316,PKS 2022+031,20 25 09.63,+03 16 44.5,2.21,20.1,fsrq,406.0,0,0.0,0.0,0.801,-9.9,-9.9,bzcat
5BZQJ2025-0735,PKSB2022-077,20 25 40.66,-07 35 52.69,1.388,18.7,fsrq,1347.0,940,0.65,1.01E-8,0.808,1.083,0.909,bzcat
5BZQJ2025-2845,CRATESJ202554-28,20 25 53.61,-28 45 48.7,0.884,17.7,fsrq,207.0,0,0.28,0.0,0.582,1.402,0.881,bzcat
5BZQJ2027-0831,TEX2025-086,20 27 52.6,-08 31 55.88,1.697,18.9,fsrq,362.0,0,0.0,0.0,0.731,-9.9,-9.9,bzcat
5BZUJ2029+4926,1FGL_J2029.2+492,20 29 39.86,+49 26 22.2,0.0,0.0,uncertain,93.0,240,0.0,4.1E-9,-9.9,-9.9,-9.9,bzcat
5BZUJ2030-0622,2FGLJ2030.3-0622,20 30 15.13,-06 22 14.91,0.671,21.9,uncertain,244.0,0,0.03,9.0E-10,0.861,1.209,1.001,bzcat
5BZQJ2030-0503,TEX2027-052,20 30 22.42,-05 03 12.81,0.543,19.5,fsrq,283.0,274,0.0,0.0,0.744,-9.9,-9.9,bzcat
5BZUJ2030-3039,PKS2027-308,20 30 57.93,-30 39 24.4,0.539,19.9,uncertain,212.0,0,0.0,0.0,0.69,-9.9,-9.9,bzcat
5BZQJ2031+0239,GB6B2029+0229,20 31 47.24,+02 39 37.29,0.858,18.4,fsrq,74.0,0,0.0,0.0,0.563,-9.9,-9.9,bzcat
5BZQJ2031+5455,GB6J2031+5455,20 31 47.95,+54 55 03.1,1.262,17.2,fsrq,1154.0,0,0.45,0.0,0.568,1.605,0.937,bzcat
5BZUJ2031+1219,1Jy2029+121,20 31 54.99,+12 19 41.3,1.215,17.4,uncertain,999.0,856,0.19,1.2E-9,0.596,1.639,0.996,bzcat
5BZUJ2034+1154,MC2 2032+117,20 34 37.11,+11 54 31.39,0.607,17.9,uncertain,342.0,0,0.32,0.0,0.52,1.491,0.86,bzcat
5BZQJ2035+1056,PKS2032+107,20 35 22.32,+10 56 06.79,0.601,17.4,fsrq,1075.0,455,0.27,1.5E-9,0.648,1.523,0.951,bzcat
5BZQJ2035-6944,CRATESJ203540-69,20 35 40.86,-69 44 07.29,0.875,16.3,fsrq,16.0,0,0.0,0.0,0.327,-9.9,-9.9,bzcat
5BZQJ2035-6846,PKS2030-689,20 35 48.88,-68 46 33.81,1.084,19.0,fsrq,305.0,507,0.0,0.0,0.744,-9.9,-9.9,bzcat
5BZQJ2035-6602,CGRaBSJ2035-6602,20 35 51.52,-66 02 07.51,2.296,17.5,fsrq,354.0,0,0.0,0.0,0.607,-9.9,-9.9,bzcat
5BZBJ2036+6553,GB6B2035+6542,20 36 20.14,+65 53 14.49,0.0,18.0,bllac,131.0,0,0.0,6.0E-10,0.434,-9.9,-9.9,bzcat
5BZQJ2036-2830,CGRaBSJ2036-2830,20 36 37.77,-28 30 26.49,2.308,20.6,fsrq,64.0,0,0.17,0.0,0.712,0.985,0.858,bzcat
5BZQJ2036-0629,BZQJ2036-0629,20 36 40.7,-06 29 03.8,1.636,21.5,fsrq,1045.0,0,0.0,0.0,1.025,-9.9,-9.9,bzcat
5BZQJ2036-2146,TEX2033-219,20 36 51.17,-21 46 36.69,2.299,19.0,fsrq,209.0,0,0.0,0.0,0.685,-9.9,-9.9,bzcat
5BZQJ2037-1522,CGRaBSJ2037-1522,20 37 27.94,-15 22 00.51,1.802,20.2,fsrq,143.0,0,0.0,0.0,0.754,-9.9,-9.9,bzcat
5BZQJ2038+5119,3C 418.0,20 38 37.02,+51 19 12.68,1.686,18.9,fsrq,6081.0,972,0.28,0.0,0.698,1.678,1.031,bzcat
5BZBJ2038-2636,SHBLJ203845.1-26,20 38 44.98,-26 36 31.71,0.437,19.5,bllac,6.0,0,1.95,0.0,0.441,0.725,0.552,bzcat
5BZBJ2039-1046,BZBJ2039-1046,20 39 00.71,-10 46 41.8,0.0,19.0,bllac,193.0,0,0.53,2.2E-9,0.689,1.123,0.836,bzcat
5BZBJ2039+5219,1ES2037+521,20 39 23.5,+52 19 49.9,0.053,16.2,uncertain,41.0,0,1.04,4.0E-10,0.058,1.886,0.679,bzcat
5BZQJ2039-7206,CRATESJ203956-72,20 39 58.07,-72 06 56.3,1.0,16.6,fsrq,105.0,0,0.0,0.0,0.443,-9.9,-9.9,bzcat
5BZQJ2040-2507,PKS 2037-253,20 40 08.76,-25 07 46.7,1.574,19.4,fsrq,613.0,0,0.09,0.0,0.806,1.304,1.005,bzcat
5BZGJ2042+2426,1RXSJ204206.3+24,20 42 06.05,+24 26 52.29,0.104,13.3,bllac_gal,70.0,0,7.53,0.0,0.043,1.715,0.614,bzcat
5BZQJ2042-2255,CGRaBSJ2042-2255,20 42 54.24,-22 55 59.91,2.12,20.3,fsrq,236.0,0,0.18,0.0,0.802,1.026,0.929,bzcat
5BZQJ2042-2223,CRATESJ204257-22,20 42 57.28,-22 23 26.91,3.63,19.2,fsrq,134.0,0,0.0,0.0,0.634,-9.9,-9.9,bzcat
5BZQJ2043+1255,GB6J2043+1255,20 43 10.2,+12 55 13.58,3.277,20.2,fsrq,221.0,0,0.0,0.0,0.732,-9.9,-9.9,bzcat
5BZQJ2047-1639,PKS 2044-168,20 47 19.67,-16 39 05.79,1.932,17.0,fsrq,745.0,0,0.0,0.0,0.633,-9.9,-9.9,bzcat
5BZBJ2047-2908,BZBJ2047-2908,20 47 35.9,-29 08 58.99,0.333,18.6,bllac,11.0,0,1.64,0.0,0.413,0.918,0.596,bzcat
5BZGJ2049-0039,SDSSJ20493-0039,20 49 21.73,-00 39 26.6,0.257,20.2,bllac_gal,5.0,0,2.0,0.0,0.387,0.811,0.54,bzcat
5BZBJ2050+0407,PKS 2047+039,20 50 06.23,+04 07 48.9,0.0,18.5,bllac,566.0,195,0.28,8.0E-10,0.692,1.382,0.926,bzcat
5BZQJ2050-2628,CGRaBSJ2050-2628,20 50 24.69,-26 28 18.58,1.633,20.0,fsrq,316.0,242,0.0,0.0,0.795,-9.9,-9.9,bzcat
5BZQJ2050+3127,CL4,20 50 51.12,+31 27 27.39,3.18,17.8,fsrq,770.0,0,0.0,1.7E-9,0.623,-9.9,-9.9,bzcat
5BZBJ2051+7441,S5 2051+745,20 51 33.72,+74 41 40.48,0.0,19.2,uncertain,359.0,0,0.0,0.0,0.659,-9.9,-9.9,bzcat
5BZUJ2051+1743,PKS 2049+175,20 51 35.58,+17 43 36.91,0.195,15.7,uncertain,454.0,445,0.0,0.0,0.439,-9.9,-9.9,bzcat
5BZQJ2052-6523,PKS 2047-655,20 52 06.71,-65 23 11.5,1.15,16.5,fsrq,554.0,0,1.14,0.0,0.564,1.329,0.835,bzcat
5BZBJ2052+0810,1RXSJ205242.6+08,20 52 43.03,+08 10 37.48,0.0,20.3,bllac,6.0,0,2.02,0.0,0.499,0.648,0.55,bzcat
5BZGJ2054+0015,SDSSJ20549+0015,20 54 56.84,+00 15 37.8,0.151,17.1,bllac_gal,57.0,0,1.42,0.0,0.38,1.353,0.718,bzcat
5BZGJ2055-0506,SDSSJ20553-0506,20 55 23.38,-05 06 19.29,0.342,18.4,bllac_gal,20.0,0,0.0,0.0,0.369,-9.9,-9.9,bzcat
5BZBJ2055-0021,2FGLJ2055.4-0023,20 55 28.21,-00 21 17.2,0.0,17.9,bllac,41.0,0,4.95,4.0E-10,0.404,1.005,0.608,bzcat
5BZQJ2056-4714,PKS2052-47,20 56 16.36,-47 14 47.61,1.491,18.3,fsrq,2138.0,1502,0.59,8.6E-9,0.826,1.157,0.963,bzcat
5BZBJ2056-3208,PKS2053-323,20 56 25.07,-32 08 47.79,0.0,19.8,bllac,67.0,440,0.0,0.0,0.732,-9.9,-9.9,bzcat
5BZQJ2056-3857,PKS2053-391,20 56 54.9,-38 57 16.59,1.937,19.3,fsrq,266.0,0,0.1,0.0,0.726,1.277,0.921,bzcat
5BZQJ2057-3734,PKS2054-377,20 57 41.59,-37 34 03.0,1.071,18.8,fsrq,266.0,494,0.0,0.0,0.712,-9.9,-9.9,bzcat
5BZGJ2059-0037,SDSSJ20596-0037,20 59 38.58,-00 37 55.99,0.335,18.8,bllac_gal,15.0,0,0.69,0.0,0.35,1.202,0.647,bzcat
5BZQJ2101-2933,PKS 2058-297,21 01 01.66,-29 33 27.79,1.492,18.6,fsrq,668.0,505,0.0,0.0,0.743,-9.9,-9.9,bzcat
5BZQJ2101+0341,PKS 2059+034,21 01 38.82,+03 41 31.3,1.012,17.7,fsrq,627.0,572,0.37,0.0,0.696,1.363,0.966,bzcat
5BZGJ2103-6812,PGC287609,21 03 36.18,-68 12 02.8,0.041,10.2,bllac_gal,68.0,0,0.0,0.0,-0.1,-9.9,-9.9,bzcat
5BZUJ2105-4848,1RXSJ210500.4-48,21 05 01.15,-48 48 46.51,1.041,16.9,uncertain,1100.0,208,0.64,0.0,0.579,1.457,0.9,bzcat
5BZQJ2106+2135,GC2103+21,21 06 10.81,+21 35 35.98,0.647,20.7,fsrq,184.0,0,0.0,0.0,0.758,-9.9,-9.9,bzcat
5BZQJ2106+0231,CRATESJ210627+02,21 06 28.14,+02 31 37.81,2.942,18.9,fsrq,84.0,0,0.0,0.0,0.573,-9.9,-9.9,bzcat
5BZQJ2108-2911,CGRaBSJ2108-2911,21 08 07.39,-29 11 17.19,1.566,20.8,fsrq,116.0,0,0.0,0.0,0.784,-9.9,-9.9,bzcat
5BZQJ2108+1430,GC2106+14,21 08 41.03,+14 30 27.0,2.017,19.9,fsrq,404.0,0,0.0,0.0,0.801,-9.9,-9.9,bzcat
5BZBJ2108-0250,1FGL_J2108.5-024,21 08 44.72,-02 50 34.18,0.149,16.2,bllac,127.0,0,1.38,4.0E-10,0.432,1.38,0.761,bzcat
5BZBJ2108-6637,1RXSJ210855.2-66,21 08 51.82,-66 37 22.69,0.0,17.0,bllac,327.0,0,1.62,6.0E-10,0.494,1.306,0.769,bzcat
5BZQJ2109-4110,PKS2106-413,21 09 33.18,-41 10 20.6,1.058,19.9,fsrq,1823.0,410,0.55,0.0,0.953,0.923,0.967,bzcat
5BZQJ2109-1332,1WGAJ2109.7-1332,21 09 49.9,-13 32 45.99,1.226,17.2,fsrq,62.0,0,0.16,0.0,0.432,1.552,0.828,bzcat
5BZQJ2110-1020,PKS 2107-105,21 10 00.97,-10 20 57.29,2.5,18.8,fsrq,1194.0,0,0.0,0.0,0.811,-9.9,-9.9,bzcat
5BZQJ2110+0809,GB6B2107+0757,21 10 09.67,+08 09 55.4,1.58,19.4,fsrq,77.0,0,0.0,1.0E-9,0.63,-9.9,-9.9,bzcat
5BZQJ2110-0126,CRATESJ211022-01,21 10 22.62,-01 26 58.19,0.904,18.9,fsrq,132.0,0,0.17,0.0,0.625,1.296,0.863,bzcat
5BZQJ2114-6851,PKS 2109-69,21 14 13.4,-68 51 02.3,2.91,19.5,fsrq,524.0,0,0.0,0.0,0.799,-9.9,-9.9,bzcat
5BZQJ2114+2832,KPD2.40,21 14 58.32,+28 32 57.19,2.345,18.9,fsrq,397.0,180,0.0,0.0,0.691,-9.9,-9.9,bzcat
5BZQJ2115+2933,1Jy2113+293,21 15 29.4,+29 33 38.41,1.514,18.9,fsrq,756.0,217,0.15,1.3E-9,0.745,1.393,1.01,bzcat
5BZBJ2116-0108,SDSSJ21160-0108,21 16 03.23,-01 08 28.39,0.305,17.9,bllac,69.0,0,0.0,0.0,0.508,-9.9,-9.9,bzcat
5BZGJ2116-0628,SDSSJ21161-0628,21 16 11.88,-06 28 30.39,0.292,18.5,bllac_gal,21.0,0,0.7,0.0,0.374,1.248,0.68,bzcat
5BZBJ2116+3339,GC2114+33,21 16 14.51,+33 39 20.41,0.0,15.4,bllac,116.0,0,0.25,2.8E-9,0.276,1.988,0.856,bzcat
5BZQJ2116-5527,PKSB2112-556,21 16 29.82,-55 27 20.41,1.722,19.1,fsrq,50.0,0,0.0,0.0,0.612,-9.9,-9.9,bzcat
5BZQJ2117+0502,CRATESJ211721+05,21 17 20.72,+05 02 57.58,1.794,17.2,fsrq,324.0,0,0.0,0.0,0.573,-9.9,-9.9,bzcat
5BZQJ2118+0013,CRATESJ211817+00,21 18 17.39,+00 13 16.71,0.463,18.4,fsrq,149.0,185,0.2,9.0E-10,0.581,1.385,0.859,bzcat
5BZQJ2118-0636,1RXSJ211843.5-06,21 18 43.24,-06 36 18.0,0.328,17.6,fsrq,89.0,0,1.4,0.0,0.53,1.203,0.775,bzcat
5BZQJ2119-1106,PKS2116-113,21 19 39.89,-11 06 14.11,1.844,20.8,fsrq,271.0,0,0.0,0.0,0.845,-9.9,-9.9,bzcat
5BZQJ2121+1901,GC2118+18,21 21 00.6,+19 01 28.3,2.18,20.4,fsrq,698.0,0,0.09,2.3E-9,0.878,1.157,0.98,bzcat
5BZQJ2121-6111,CRATESJ212104-61,21 21 04.07,-61 11 24.61,1.017,17.8,fsrq,973.0,0,0.0,0.0,0.708,-9.9,-9.9,bzcat
5BZBJ2123-1036,BZBJ2123-1036,21 23 07.26,-10 36 48.6,0.0,15.7,bllac,119.0,0,6.36,0.0,0.372,1.303,0.688,bzcat
5BZQJ2123+0535,PKS2121+053,21 23 44.51,+05 35 22.09,1.941,17.4,fsrq,794.0,460,0.35,0.0,0.68,1.384,1.009,bzcat
5BZQJ2123-3046,CGRaBSJ2123-3046,21 23 48.6,-30 46 05.41,1.879,17.9,fsrq,148.0,0,0.0,0.0,0.568,-9.9,-9.9,bzcat
5BZQJ2124-6028,--,21 24 02.98,-60 28 09.01,1.098,16.9,fsrq,34.0,0,0.0,0.0,0.4,-9.9,-9.9,bzcat
5BZQJ2125+0441,GB6J2125+0441,21 25 29.26,+04 41 35.48,1.394,20.6,fsrq,268.0,0,0.0,0.0,0.823,-9.9,-9.9,bzcat
5BZQJ2126-0119,PKS2123-015,21 26 32.76,-01 19 32.41,2.191,19.8,fsrq,336.0,0,0.0,0.0,0.786,-9.9,-9.9,bzcat
5BZBJ2127+3613,1RXSJ212741.4+36,21 27 43.02,+36 13 05.69,0.0,16.9,bllac,192.0,0,0.38,1.1E-9,0.394,1.702,0.837,bzcat
5BZQJ2128-0244,CGRaBSJ2128-0244,21 28 22.21,-02 44 32.78,1.822,20.1,fsrq,90.0,0,0.0,0.0,0.706,-9.9,-9.9,bzcat
5BZQJ2129-1538,1Jy2126-158,21 29 12.17,-15 38 40.99,3.268,16.5,fsrq,590.0,0,1.54,0.0,0.552,1.258,0.877,bzcat
5BZUJ2129+0035,FIRSTJ21296+0035,21 29 40.68,+00 35 27.88,0.426,19.4,uncertain,9.0,0,0.48,0.0,0.379,1.148,0.654,bzcat
5BZUJ2130-0927,PKS 2127-096,21 30 19.08,-09 27 37.4,0.0,0.0,uncertain,316.0,371,0.53,8.0E-10,-9.9,-9.9,0.892,bzcat
5BZQJ2130-4515,Q 2127-4528,21 30 52.39,-45 15 43.3,2.713,18.9,fsrq,75.0,0,0.0,0.0,0.581,-9.9,-9.9,bzcat
5BZBJ2131-2746,RXSJ21310-2747,21 31 03.29,-27 46 58.0,0.0,17.4,bllac,37.0,0,2.49,0.0,0.365,1.178,0.641,bzcat
5BZQJ2131-1207,PKS2128-12,21 31 35.26,-12 07 04.8,0.499,15.3,fsrq,1770.0,574,2.82,0.0,0.602,1.406,0.896,bzcat
5BZBJ2131-0915,1FGL_J2131.7-091,21 31 35.39,-09 15 23.0,0.449,17.5,bllac,42.0,0,7.3,8.0E-10,0.391,0.959,0.603,bzcat
5BZBJ2131-2515,RXSJ21318-2516,21 31 51.29,-25 15 57.99,0.0,18.5,bllac,11.0,0,2.8,0.0,0.367,0.953,0.566,bzcat
5BZQJ2132-4537,CRATESJ213229-45,21 32 28.31,-45 37 38.2,1.332,18.8,fsrq,112.0,0,0.0,0.0,0.61,-9.9,-9.9,bzcat
5BZGJ2133+2528,1FGL_J2133.4+253,21 33 14.35,+25 28 59.08,0.294,18.0,bllac_gal,40.0,0,0.0,6.0E-10,0.36,-9.9,-9.9,bzcat
5BZQJ2133+8239,S52136+824,21 33 34.07,+82 39 06.08,2.35,19.5,fsrq,915.0,0,0.0,0.0,0.831,-9.9,-9.9,bzcat
5BZBJ2134-0153,4C-02.81,21 34 10.31,-01 53 17.19,1.283,17.6,bllac,1691.0,1311,0.32,1.0E-9,0.669,1.466,0.972,bzcat
5BZQJ2135-5006,1FGL_J2135.8-495,21 35 20.14,-50 06 52.09,2.181,0.0,fsrq,343.0,0,0.17,9.0E-10,-9.9,-9.9,0.897,bzcat
5BZQJ2135-0803,SDSSJ21358-0803,21 35 51.94,-08 03 10.4,1.396,18.8,fsrq,66.0,0,0.0,0.0,0.563,-9.9,-9.9,bzcat
5BZBJ2136-4443,MH 2133-449,21 36 18.38,-44 43 48.89,0.0,19.0,bllac,8.0,0,1.24,0.0,0.399,0.965,0.591,bzcat
5BZQJ2136+0041,PKS2134+004,21 36 38.58,+00 41 54.2,1.941,16.8,fsrq,3473.0,988,0.98,0.0,0.765,1.291,1.029,bzcat
5BZBJ2138-2053,RXSJ21388-2053,21 38 52.77,-20 53 46.49,0.29,17.4,bllac,10.0,0,6.16,3.0E-10,0.275,0.955,0.516,bzcat
5BZQJ2139+1423,PKS2136+141,21 39 01.31,+14 23 35.98,2.427,18.2,fsrq,1132.0,394,0.46,0.0,0.75,1.217,0.94,bzcat
5BZBJ2139-4235,MH 2136-428,21 39 24.16,-42 35 20.39,0.0,15.7,bllac,78.0,0,0.73,5.6E-9,0.342,1.646,0.784,bzcat
5BZQJ2139+0122,FIRSTJ21397+0122,21 39 42.5,+01 22 27.19,1.401,19.4,fsrq,166.0,0,0.0,0.0,0.697,-9.9,-9.9,bzcat
5BZGJ2140-2339,1WGAJ2140.2-2339,21 40 15.16,-23 39 39.99,0.313,16.7,bllac_gal,4.0,0,1.93,0.0,0.104,1.328,0.529,bzcat
5BZQJ2141-3729,PKS 2138-377,21 41 52.44,-37 29 12.98,0.423,17.5,fsrq,397.0,235,0.33,6.0E-10,0.622,1.415,0.901,bzcat
5BZQJ2142-0437,PKS 2140-048,21 42 36.89,-04 37 43.5,0.344,16.9,fsrq,806.0,0,1.58,0.0,0.605,1.261,0.83,bzcat
5BZBJ2143-3929,2FGLJ2143.2-3929,21 43 02.87,-39 29 24.68,0.429,18.0,bllac,143.0,0,0.0,7.0E-10,0.52,-9.9,-9.9,bzcat
5BZGJ2143-2845,TGS246Z062,21 43 24.24,-28 45 57.31,0.172,15.4,bllac_gal,61.0,0,0.43,0.0,0.242,1.776,0.768,bzcat
5BZQJ2143+1743,S32141+17,21 43 35.53,+17 43 48.79,0.213,16.0,fsrq,652.0,412,0.67,4.5E-9,0.551,1.598,0.915,bzcat
5BZBJ2144-0028,SDSSJ21441-0028,21 44 06.26,-00 28 58.11,0.0,20.7,bllac,39.0,0,0.0,0.0,0.705,-9.9,-9.9,bzcat
5BZQJ2145-3357,2FGLJ2144.8-3356,21 45 01.13,-33 57 16.41,1.361,19.6,fsrq,94.0,0,0.17,2.1E-9,0.682,1.155,0.882,bzcat
5BZQJ2145+1115,MC 2142+110,21 45 18.78,+11 15 27.28,0.548,18.1,fsrq,387.0,0,0.74,0.0,0.662,1.204,0.859,bzcat
5BZGJ2145-0434,1RXSJ214533.6-04,21 45 33.38,-04 34 39.1,0.07,11.7,bllac_gal,67.0,0,1.95,0.0,-0.039,2.102,0.69,bzcat
5BZQJ2145-3142,PKS2142-319,21 45 46.93,-31 42 34.19,0.66,19.5,fsrq,145.0,0,0.0,0.0,0.693,-9.9,-9.9,bzcat
5BZBJ2145+0719,MS2143.4+0704,21 45 52.3,+07 19 27.19,0.237,17.9,bllac,102.0,0,4.76,0.0,0.553,0.82,0.65,bzcat
5BZQJ2146-1525,PKS 2143-156,21 46 22.98,-15 25 43.89,0.698,17.0,fsrq,733.0,375,0.49,4.0E-10,0.615,1.42,0.894,bzcat
5BZBJ2146-4748,1RXSJ214626.4-47,21 46 25.69,-47 48 37.58,0.0,19.7,bllac,38.0,0,2.93,0.0,0.656,0.588,0.633,bzcat
5BZQJ2146-7755,PKS2141-781,21 46 30.06,-77 55 54.69,0.334,19.2,fsrq,275.0,388,1.09,0.0,0.738,1.018,0.849,bzcat
5BZBJ2146-1344,1RXSJ214637.3-13,21 46 36.95,-13 44 00.59,0.0,17.5,bllac,23.0,0,1.12,1.2E-9,0.332,1.297,0.659,bzcat
5BZGJ2147-1019,BZBJ2147-1019,21 47 00.44,-10 19 11.89,0.08,11.2,bllac_gal,19.0,0,2.0,0.0,-0.192,2.181,0.615,bzcat
5BZQJ2147-7812,PKS2141-784,21 47 05.83,-78 12 21.88,0.732,18.6,fsrq,292.0,0,0.0,0.0,0.679,-9.9,-9.9,bzcat
5BZQJ2147+0929,1Jy2144+092,21 47 10.15,+09 29 46.71,1.113,17.9,fsrq,960.0,380,0.67,3.5E-9,0.735,1.213,0.927,bzcat
5BZQJ2147-7536,PKS 2142-75,21 47 12.72,-75 36 13.21,1.138,16.9,fsrq,1952.0,2117,0.63,3.6E-9,0.675,1.395,0.918,bzcat
5BZQJ2147-0620,CRATESJ214723-06,21 47 21.89,-06 20 25.29,0.806,17.6,fsrq,174.0,0,1.03,0.0,0.562,1.182,0.787,bzcat
5BZQJ2147-3601,PKS 2144-362,21 47 31.13,-36 01 51.31,2.084,18.1,fsrq,172.0,0,0.22,0.0,0.604,1.324,0.891,bzcat
5BZGJ2147-1608,1RXSJ214751.7-16,21 47 52.69,-16 08 42.79,0.104,14.9,bllac_gal,5.0,0,0.52,0.0,-0.017,1.838,0.616,bzcat
5BZQJ2147-7621,PKS2142-76,21 47 53.15,-76 21 29.19,1.884,18.2,fsrq,763.0,0,0.0,0.0,0.705,-9.9,-9.9,bzcat
5BZQJ2148+0657,4C06.69,21 48 05.45,+06 57 38.59,0.999,15.9,fsrq,2590.0,2034,1.46,4.0E-10,0.673,1.392,0.951,bzcat
5BZBJ2148-0733,SDSSJ21481-0733,21 48 07.07,-07 33 46.9,0.0,18.4,bllac,8.0,0,0.0,0.0,0.328,-9.9,-9.9,bzcat
5BZQJ2148-1723,PKS2145-17,21 48 36.79,-17 23 44.01,2.13,19.6,fsrq,805.0,0,0.23,0.0,0.847,1.092,0.955,bzcat
5BZBJ2149+0322,GB6J2149+0322,21 49 41.87,+03 22 51.38,0.0,17.9,bllac,100.0,0,0.08,8.0E-10,0.578,1.681,0.952,bzcat
5BZQJ2150-6802,CGRaBSJ2150-6802,21 50 13.38,-68 02 50.38,1.265,19.3,fsrq,129.0,0,0.0,0.0,0.684,-9.9,-9.9,bzcat
5BZGJ2150-1410,2FGLJ2150.2-1412,21 50 15.49,-14 10 50.08,0.229,16.4,bllac_gal,68.0,0,6.9,5.0E-10,0.351,1.17,0.641,bzcat
5BZQJ2150-2812,CRATESJ215053-28,21 50 53.09,-28 12 42.69,0.865,18.4,fsrq,307.0,0,0.39,0.0,0.693,1.215,0.896,bzcat
5BZQJ2151-2742,2QZJ215121.9-274,21 51 21.9,-27 42 23.18,1.485,19.1,fsrq,315.0,647,1.26,5.0E-10,0.743,0.896,0.837,bzcat
5BZQJ2151+0552,PKS 2149+056,21 51 37.87,+05 52 13.0,0.74,20.9,fsrq,684.0,0,0.0,0.0,0.949,-9.9,-9.9,bzcat
5BZQJ2151-3027,PKS2149-307,21 51 55.51,-30 27 53.71,2.345,17.4,fsrq,1244.0,461,4.81,6.0E-10,0.717,0.909,0.82,bzcat
